template,climate_zone_set,intended_surface_type,standards_construction_type,building_category,construction,orientation,minimum_percent_of_surface,maximum_percent_of_surface,assembly_maximum_u_value,u_value_includes_interior_film_coefficient,u_value_includes_exterior_film_coefficient,asssembly_maximum_f_factor,assembly_maximum_c_factor,assembly_maximum_solar_heat_gain_coefficient,assembly_minimum_vt_shgc,annotation
90.1-2013,ClimateZone 1,ExteriorRoof,IEAD,Semiheated,Typical IEAD Roof,,,,0.218,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 1,ExteriorRoof,Metal Building,Semiheated,Typical Insulated Metal Building Roof,,,,0.1156,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 1,ExteriorRoof,Attic and Other,Semiheated,Typical Wood Joist Attic Floor,,,,0.081,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 1,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0,,,,,,,,
90.1-2013,ClimateZone 1,ExteriorWall,Mass,Nonresidential,Typical Insulated Exterior Mass Wall,,,,0.58,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 1,ExteriorWall,Metal Building,Nonresidential,Typical Insulated Metal Building Wall,,,,0.094,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 1,ExteriorWall,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Wall,,,,0.124,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorDoor,Swinging,Nonresidential,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorDoor,NonSwinging,Nonresidential,Typical Overhead Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorDoor,Swinging,Residential,Typical Insulated Metal Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorDoor,NonSwinging,Residential,Typical Overhead Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorDoor,Swinging,Semiheated,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorDoor,NonSwinging,Semiheated,Typical Overhead Door,,,,1.45,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorFloor,Mass,Nonresidential,Typical Insulated Exterior Mass Floor,,,,0.107,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorFloor,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Floor,,,,0.038,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorFloor,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Floor,,,,0.033,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorFloor,Mass,Residential,Typical Insulated Exterior Mass Floor,,,,0.087,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorFloor,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Floor,,,,0.038,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorFloor,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Floor,,,,0.033,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorFloor,Mass,Semiheated,Typical Insulated Exterior Mass Floor,,,,0.322,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorFloor,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Floor,,,,0.069,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorFloor,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Floor,,,,0.066,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0,,,,,,,,
90.1-2013,ClimateZone 2,ExteriorRoof,IEAD,Nonresidential,Typical IEAD Roof - Highly Reflective,,,,0.039,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorRoof,Metal Building,Nonresidential,Typical Insulated Metal Building Roof,,,,0.041,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorRoof,Attic and Other,Nonresidential,Typical Wood Joist Attic Floor,,,,0.027,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorRoof,IEAD,Residential,Typical IEAD Roof - Highly Reflective,,,,0.039,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorRoof,Metal Building,Residential,Typical Insulated Metal Building Roof,,,,0.041,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorRoof,Attic and Other,Residential,Typical Wood Joist Attic Floor,,,,0.027,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorRoof,IEAD,Semiheated,Typical IEAD Roof,,,,0.173,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorRoof,Metal Building,Semiheated,Typical Insulated Metal Building Roof,,,,0.096,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorRoof,Attic and Other,Semiheated,Typical Wood Joist Attic Floor,,,,0.053,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0,,,,,,,,
90.1-2013,ClimateZone 2,ExteriorWall,Mass,Nonresidential,Typical Insulated Exterior Mass Wall,,,,0.151,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorWall,Metal Building,Nonresidential,Typical Insulated Metal Building Wall,,,,0.094,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorWall,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Wall,,,,0.084,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorWall,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Wall,,,,0.089,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorWall,Mass,Residential,Typical Insulated Exterior Mass Wall,,,,0.123,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorWall,Metal Building,Residential,Typical Insulated Metal Building Wall,,,,0.094,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorWall,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Wall,,,,0.064,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorWall,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Wall,,,,0.089,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorWall,Mass,Semiheated,Typical Insulated Exterior Mass Wall,,,,0.58,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorWall,Metal Building,Semiheated,Typical Insulated Metal Building Wall,,,,0.162,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorWall,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Wall,,,,0.124,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorWall,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Wall,,,,0.089,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0,,,,,,,,
90.1-2013,ClimateZone 2,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.4 SHGC 0.25 Simple Glazing Window,,,,0.4,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 2,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 2,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.83 SHGC 0.25 Simple Glazing Window,,,,0.83,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 2,ExteriorWindow,Nonmetal framing (all),Residential,U 0.4 SHGC 0.25 Simple Glazing Window,,,,0.4,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 2,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 2,ExteriorWindow,Metal framing (all other),Residential,U 0.77 SHGC 0.25 Simple Glazing Window,,,,0.77,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 2,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.93 SHGC 0.45 Simple Glazing Window,,,,0.93,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.2 SHGC 0.45 Simple Glazing Window,,,,1.2,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,ExteriorWindow,Metal framing (all other),Semiheated,U 0.83 SHGC 0.45 Simple Glazing Window,,,,0.83,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.65 SHGC 0.25 Simple Glazing Window,,,,0.65,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 2,GlassDoor,Metal framing (entrance door),Residential,U 0.65 SHGC 0.25 Simple Glazing Window,,,,0.65,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 2,GlassDoor,Metal framing (entrance door),Semiheated,U 1.2 SHGC 0.45 Simple Glazing Window,,,,1.2,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,GroundContactFloor,Unheated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2013,ClimateZone 2,GroundContactFloor,Heated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,TRUE,TRUE,0.9,,,,
90.1-2013,ClimateZone 2,GroundContactFloor,Unheated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2013,ClimateZone 2,GroundContactFloor,Heated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.86,,,,
90.1-2013,ClimateZone 2,GroundContactFloor,Unheated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2013,ClimateZone 2,GroundContactFloor,Heated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,1.02,,,,
90.1-2013,ClimateZone 2,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0,,,,,,,,
90.1-2013,ClimateZone 2,GroundContactWall,Mass,Nonresidential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2013,ClimateZone 2,GroundContactWall,Mass,Residential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2013,ClimateZone 2,GroundContactWall,Mass,Semiheated,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2013,ClimateZone 2,Skylight,Glass with Curb,Nonresidential,U 0.65 SHGC 0.45 Simple Glazing Skylight,,0,2,0.65,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,Skylight,Glass with Curb,Residential,U 0.65 SHGC 0.35 Simple Glazing Skylight,,0,2,0.65,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,Skylight,Glass with Curb,Semiheated,U 1.80 SHGC 0.36 Simple Glazing Skylight,,0,2,1.8,TRUE,TRUE,,,0.77,,
90.1-2013,ClimateZone 2,Skylight,Plastic with Curb,Nonresidential,U 0.65 SHGC 0.35 Simple Glazing Skylight,,0,2,0.65,TRUE,TRUE,,,0.77,,
90.1-2013,ClimateZone 2,Skylight,Plastic with Curb,Residential,U 0.65 SHGC 0.35 Simple Glazing Skylight,,0,2,0.65,TRUE,TRUE,,,0.77,,
90.1-2013,ClimateZone 2,Skylight,Plastic with Curb,Semiheated,U 1.80 SHGC 0.36 Simple Glazing Skylight,,0,2,1.8,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,Skylight,Without Curb,Nonresidential,U 0.65 SHGC 0.35 Simple Glazing Skylight,,0,2,0.65,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 2,Skylight,Without Curb,Residential,U 0.65 SHGC 0.35 Simple Glazing Skylight,,0,2,0.65,TRUE,TRUE,,,0.68,,
90.1-2013,ClimateZone 2,Skylight,Without Curb,Semiheated,U 1.80 SHGC 0.36 Simple Glazing Skylight,,0,2,1.8,TRUE,TRUE,,,0.64,,
90.1-2013,ClimateZone 3,ExteriorDoor,Swinging,Nonresidential,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorDoor,NonSwinging,Nonresidential,Typical Overhead Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorDoor,Swinging,Residential,Typical Insulated Metal Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorDoor,NonSwinging,Residential,Typical Overhead Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorDoor,Swinging,Semiheated,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorDoor,NonSwinging,Semiheated,Typical Overhead Door,,,,1.45,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorFloor,Mass,Nonresidential,Typical Insulated Exterior Mass Floor,,,,0.074,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorFloor,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Floor,,,,0.038,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorFloor,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Floor,,,,0.033,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorFloor,Mass,Residential,Typical Insulated Exterior Mass Floor,,,,0.074,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorFloor,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Floor,,,,0.038,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorFloor,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Floor,,,,0.033,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorFloor,Mass,Semiheated,Typical Insulated Exterior Mass Floor,,,,0.137,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorFloor,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Floor,,,,0.052,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorFloor,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Floor,,,,0.051,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0,,,,,,,,
90.1-2013,ClimateZone 3,ExteriorRoof,IEAD,Nonresidential,Typical IEAD Roof - Highly Reflective,,,,0.039,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorRoof,Metal Building,Nonresidential,Typical Insulated Metal Building Roof,,,,0.041,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorRoof,Attic and Other,Nonresidential,Typical Wood Joist Attic Floor,,,,0.027,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorRoof,IEAD,Residential,Typical IEAD Roof - Highly Reflective,,,,0.039,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorRoof,Metal Building,Residential,Typical Insulated Metal Building Roof,,,,0.041,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorRoof,Attic and Other,Residential,Typical Wood Joist Attic Floor,,,,0.027,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorRoof,IEAD,Semiheated,Typical IEAD Roof,,,,0.119,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorRoof,Metal Building,Semiheated,Typical Insulated Metal Building Roof,,,,0.096,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorRoof,Attic and Other,Semiheated,Typical Wood Joist Attic Floor,,,,0.053,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0,,,,,,,,
90.1-2013,ClimateZone 3,ExteriorWall,Mass,Nonresidential,Typical Insulated Exterior Mass Wall,,,,0.123,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorWall,Metal Building,Nonresidential,Typical Insulated Metal Building Wall,,,,0.094,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorWall,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Wall,,,,0.077,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorWall,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Wall,,,,0.089,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorWall,Mass,Residential,Typical Insulated Exterior Mass Wall,,,,0.104,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorWall,Metal Building,Residential,Typical Insulated Metal Building Wall,,,,0.072,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorWall,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Wall,,,,0.064,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorWall,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Wall,,,,0.064,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorWall,Mass,Semiheated,Typical Insulated Exterior Mass Wall,,,,0.58,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorWall,Metal Building,Semiheated,Typical Insulated Metal Building Wall,,,,0.162,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorWall,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Wall,,,,0.124,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorWall,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Wall,,,,0.089,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0,,,,,,,,
90.1-2013,ClimateZone 3,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.35 SHGC 0.25 Simple Glazing Window,,,,0.35,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 3,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.5 SHGC 0.25 Simple Glazing Window,,,,0.5,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 3,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.77 SHGC 0.25 Simple Glazing Window,,,,0.77,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 3,ExteriorWindow,Nonmetal framing (all),Residential,U 0.35 SHGC 0.25 Simple Glazing Window,,,,0.35,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 3,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.5 SHGC 0.25 Simple Glazing Window,,,,0.5,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 3,ExteriorWindow,Metal framing (all other),Residential,U 0.68 SHGC 0.25 Simple Glazing Window,,,,0.68,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 3,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.87 SHGC 0.45 Simple Glazing Window,,,,0.87,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.2 SHGC 0.45 Simple Glazing Window,,,,1.2,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,ExteriorWindow,Metal framing (all other),Semiheated,U 0.77 SHGC 0.45 Simple Glazing Window,,,,0.77,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.6 SHGC 0.25 Simple Glazing Window,,,,0.6,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 3,GlassDoor,Metal framing (entrance door),Residential,U 0.6 SHGC 0.25 Simple Glazing Window,,,,0.6,TRUE,TRUE,,,0.25,1.1,
90.1-2013,ClimateZone 3,GlassDoor,Metal framing (entrance door),Semiheated,U 1.2 SHGC 0.45 Simple Glazing Window,,,,1.2,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,GroundContactFloor,Unheated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2013,ClimateZone 3,GroundContactFloor,Heated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,TRUE,TRUE,0.86,,,,
90.1-2013,ClimateZone 3,GroundContactFloor,Unheated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.54,,,,
90.1-2013,ClimateZone 3,GroundContactFloor,Heated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.86,,,,
90.1-2013,ClimateZone 3,GroundContactFloor,Unheated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2013,ClimateZone 3,GroundContactFloor,Heated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,1.02,,,,
90.1-2013,ClimateZone 3,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0,,,,,,,,
90.1-2013,ClimateZone 3,GroundContactWall,Mass,Nonresidential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2013,ClimateZone 3,GroundContactWall,Mass,Residential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2013,ClimateZone 3,GroundContactWall,Mass,Semiheated,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2013,ClimateZone 3,Skylight,Glass with Curb,Nonresidential,U 0.55 SHGC 0.64 Simple Glazing Skylight,,0,2,0.55,TRUE,TRUE,,,0.64,,
90.1-2013,ClimateZone 3,Skylight,Glass with Curb,Residential,U 0.55 SHGC 0.45 Simple Glazing Skylight,,0,2,0.55,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,Skylight,Glass with Curb,Semiheated,U 1.70 SHGC 0.36 Simple Glazing Skylight,,0,2,1.7,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,Skylight,Plastic with Curb,Nonresidential,U 0.55 SHGC 0.45 Simple Glazing Skylight,,0,2,0.55,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,Skylight,Plastic with Curb,Residential,U 0.55 SHGC 0.45 Simple Glazing Skylight,,0,2,0.55,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,Skylight,Plastic with Curb,Semiheated,U 1.70 SHGC 0.36 Simple Glazing Skylight,,0,2,1.7,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,Skylight,Without Curb,Nonresidential,U 0.55 SHGC 0.45 Simple Glazing Skylight,,0,2,0.55,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,Skylight,Without Curb,Residential,U 0.55 SHGC 0.45 Simple Glazing Skylight,,0,2,0.55,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 3,Skylight,Without Curb,Semiheated,U 1.70 SHGC 0.36 Simple Glazing Skylight,,0,2,1.7,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorDoor,Swinging,Nonresidential,Typical Insulated Metal Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorDoor,NonSwinging,Nonresidential,Typical Overhead Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorDoor,Swinging,Residential,Typical Insulated Metal Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorDoor,NonSwinging,Residential,Typical Overhead Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorDoor,Swinging,Semiheated,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorDoor,NonSwinging,Semiheated,Typical Overhead Door,,,,1.45,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorFloor,Mass,Nonresidential,Typical Insulated Exterior Mass Floor,,,,0.057,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorFloor,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Floor,,,,0.038,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorFloor,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Floor,,,,0.033,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorFloor,Mass,Residential,Typical Insulated Exterior Mass Floor,,,,0.051,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorFloor,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Floor,,,,0.038,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorFloor,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Floor,,,,0.033,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorFloor,Mass,Semiheated,Typical Insulated Exterior Mass Floor,,,,0.107,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorFloor,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Floor,,,,0.052,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorFloor,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Floor,,,,0.051,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0,,,,,,,,
90.1-2013,ClimateZone 4,ExteriorRoof,IEAD,Nonresidential,Typical IEAD Roof,,,,0.032,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorRoof,Metal Building,Nonresidential,Typical Insulated Metal Building Roof,,,,0.037,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorRoof,Attic and Other,Nonresidential,Typical Wood Joist Attic Floor,,,,0.021,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorRoof,IEAD,Residential,Typical IEAD Roof,,,,0.032,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorRoof,Metal Building,Residential,Typical Insulated Metal Building Roof,,,,0.037,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorRoof,Attic and Other,Residential,Typical Wood Joist Attic Floor,,,,0.021,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorRoof,IEAD,Semiheated,Typical IEAD Roof,,,,0.093,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorRoof,Metal Building,Semiheated,Typical Insulated Metal Building Roof,,,,0.082,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorRoof,Attic and Other,Semiheated,Typical Wood Joist Attic Floor,,,,0.034,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0,,,,,,,,
90.1-2013,ClimateZone 4,ExteriorWall,Mass,Nonresidential,Typical Insulated Exterior Mass Wall,,,,0.104,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorWall,Metal Building,Nonresidential,Typical Insulated Metal Building Wall,,,,0.06,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorWall,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Wall,,,,0.064,TRUE,TRUE,,,,,
