template,climate_zone_set,intended_surface_type,standards_construction_type,building_category,construction,orientation,minimum_percent_of_surface,maximum_percent_of_surface,assembly_maximum_u_value,u_value_includes_interior_film_coefficient,u_value_includes_exterior_film_coefficient,asssembly_maximum_f_factor,assembly_maximum_c_factor,assembly_maximum_solar_heat_gain_coefficient,assembly_minimum_vt_shgc,annotation
90.1-2013,ClimateZone 4,ExteriorWall,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Wall,,,,0.064,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorWall,Mass,Residential,Typical Insulated Exterior Mass Wall,,,,0.09,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorWall,Metal Building,Residential,Typical Insulated Metal Building Wall,,,,0.05,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorWall,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Wall,,,,0.064,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorWall,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Wall,,,,0.064,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorWall,Mass,Semiheated,Typical Insulated Exterior Mass Wall,,,,0.58,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorWall,Metal Building,Semiheated,Typical Insulated Metal Building Wall,,,,0.162,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorWall,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Wall,,,,0.124,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorWall,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Wall,,,,0.089,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0,,,,,,,,
90.1-2013,ClimateZone 4,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.35 SHGC 0.4 Simple Glazing Window,,,,0.35,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 4,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.42 SHGC 0.4 Simple Glazing Window,,,,0.42,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 4,ExteriorWindow,Nonmetal framing (all),Residential,U 0.35 SHGC 0.4 Simple Glazing Window,,,,0.35,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 4,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.42 SHGC 0.4 Simple Glazing Window,,,,0.42,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 4,ExteriorWindow,Metal framing (all other),Residential,U 0.68 SHGC 0.4 Simple Glazing Window,,,,0.68,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 4,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.51 SHGC 0.45 Simple Glazing Window,,,,0.51,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 0.73 SHGC 0.45 Simple Glazing Window,,,,0.73,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorWindow,Metal framing (all other),Semiheated,U 0.77 SHGC 0.45 Simple Glazing Window,,,,0.77,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.77 SHGC 0.4 Simple Glazing Window,,,,0.77,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 4,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Window,,,,0.5,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 4,GlassDoor,Metal framing (entrance door),Residential,U 0.5 SHGC 0.4 Simple Glazing Window,,,,0.5,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 4,GlassDoor,Metal framing (entrance door),Semiheated,U 0.81 SHGC 0.45 Simple Glazing Window,,,,0.81,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,GroundContactFloor,Unheated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,TRUE,TRUE,0.52,,,,
90.1-2013,ClimateZone 4,GroundContactFloor,Heated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,TRUE,TRUE,0.843,,,,
90.1-2013,ClimateZone 4,GroundContactFloor,Unheated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.52,,,,
90.1-2013,ClimateZone 4,GroundContactFloor,Heated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.688,,,,
90.1-2013,ClimateZone 4,GroundContactFloor,Unheated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2013,ClimateZone 4,GroundContactFloor,Heated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.9,,,,
90.1-2013,ClimateZone 4,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0,,,,,,,,
90.1-2013,ClimateZone 4,GroundContactWall,Mass,Nonresidential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,0.119,,,
90.1-2013,ClimateZone 4,GroundContactWall,Mass,Residential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,0.092,,,
90.1-2013,ClimateZone 4,GroundContactWall,Mass,Semiheated,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2013,ClimateZone 4,Skylight,Glass with Curb,Nonresidential,U 0.5 SHGC 0.45 Simple Glazing Skylight,,0,2,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,Skylight,Glass with Curb,Residential,U 0.5 SHGC 0.45 Simple Glazing Skylight,,0,2,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,Skylight,Glass with Curb,Semiheated,U 1.15 SHGC 0.77 Simple Glazing Skylight,,0,2,1.15,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,Skylight,Plastic with Curb,Nonresidential,U 0.5 SHGC 0.45 Simple Glazing Skylight,,0,2,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,Skylight,Plastic with Curb,Residential,U 0.5 SHGC 0.45 Simple Glazing Skylight,,0,2,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,Skylight,Plastic with Curb,Semiheated,U 1.15 SHGC 0.77 Simple Glazing Skylight,,0,2,1.15,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,Skylight,Without Curb,Nonresidential,U 0.5 SHGC 0.45 Simple Glazing Skylight,,0,2,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,Skylight,Without Curb,Residential,U 0.5 SHGC 0.45 Simple Glazing Skylight,,0,2,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 4,Skylight,Without Curb,Semiheated,U 1.15 SHGC 0.77 Simple Glazing Skylight,,0,2,1.15,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorDoor,Swinging,Nonresidential,Typical Insulated Metal Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorDoor,NonSwinging,Nonresidential,Typical Overhead Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorDoor,Swinging,Residential,Typical Insulated Metal Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorDoor,NonSwinging,Residential,Typical Overhead Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorDoor,Swinging,Semiheated,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorDoor,NonSwinging,Semiheated,Typical Overhead Door,,,,1.45,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorFloor,Mass,Nonresidential,Typical Insulated Exterior Mass Floor,,,,0.057,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorFloor,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Floor,,,,0.038,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorFloor,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Floor,,,,0.033,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorFloor,Mass,Residential,Typical Insulated Exterior Mass Floor,,,,0.051,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorFloor,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Floor,,,,0.038,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorFloor,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Floor,,,,0.033,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorFloor,Mass,Semiheated,Typical Insulated Exterior Mass Floor,,,,0.107,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorFloor,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Floor,,,,0.052,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorFloor,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Floor,,,,0.051,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0,,,,,,,,
90.1-2013,ClimateZone 5,ExteriorRoof,IEAD,Nonresidential,Typical IEAD Roof,,,,0.032,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorRoof,Metal Building,Nonresidential,Typical Insulated Metal Building Roof,,,,0.037,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorRoof,Attic and Other,Nonresidential,Typical Wood Joist Attic Floor,,,,0.021,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorRoof,IEAD,Residential,Typical IEAD Roof,,,,0.032,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorRoof,Metal Building,Residential,Typical Insulated Metal Building Roof,,,,0.037,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorRoof,Attic and Other,Residential,Typical Wood Joist Attic Floor,,,,0.021,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorRoof,IEAD,Semiheated,Typical IEAD Roof,,,,0.063,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorRoof,Metal Building,Semiheated,Typical Insulated Metal Building Roof,,,,0.082,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorRoof,Attic and Other,Semiheated,Typical Wood Joist Attic Floor,,,,0.034,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0,,,,,,,,
90.1-2013,ClimateZone 5,ExteriorWall,Mass,Nonresidential,Typical Insulated Exterior Mass Wall,,,,0.09,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWall,Metal Building,Nonresidential,Typical Insulated Metal Building Wall,,,,0.05,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWall,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Wall,,,,0.055,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWall,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Wall,,,,0.051,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWall,Mass,Residential,Typical Insulated Exterior Mass Wall,,,,0.08,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWall,Metal Building,Residential,Typical Insulated Metal Building Wall,,,,0.05,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWall,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Wall,,,,0.055,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWall,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Wall,,,,0.051,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWall,Mass,Semiheated,Typical Insulated Exterior Mass Wall,,,,0.151,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWall,Metal Building,Semiheated,Typical Insulated Metal Building Wall,,,,0.094,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWall,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Wall,,,,0.084,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWall,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Wall,,,,0.089,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0,,,,,,,,
90.1-2013,ClimateZone 5,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.32 SHGC 0.4 Simple Glazing Window,,,,0.32,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 5,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.42 SHGC 0.4 Simple Glazing Window,,,,0.42,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 5,ExteriorWindow,Nonmetal framing (all),Residential,U 0.32 SHGC 0.4 Simple Glazing Window,,,,0.32,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 5,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.42 SHGC 0.4 Simple Glazing Window,,,,0.42,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 5,ExteriorWindow,Metal framing (all other),Residential,U 0.68 SHGC 0.4 Simple Glazing Window,,,,0.68,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 5,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.45 SHGC 0.45 Simple Glazing Window,,,,0.45,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 0.62 SHGC 0.45 Simple Glazing Window,,,,0.62,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWindow,Metal framing (all other),Semiheated,U 0.77 SHGC 0.45 Simple Glazing Window,,,,0.77,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.77 SHGC 0.4 Simple Glazing Window,,,,0.77,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 5,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Window,,,,0.5,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 5,GlassDoor,Metal framing (entrance door),Residential,U 0.5 SHGC 0.4 Simple Glazing Window,,,,0.5,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 5,GlassDoor,Metal framing (entrance door),Semiheated,U 0.7 SHGC 0.45 Simple Glazing Window,,,,0.7,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,GroundContactFloor,Unheated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,TRUE,TRUE,0.52,,,,
90.1-2013,ClimateZone 5,GroundContactFloor,Heated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,TRUE,TRUE,0.688,,,,
90.1-2013,ClimateZone 5,GroundContactFloor,Unheated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.51,,,,
90.1-2013,ClimateZone 5,GroundContactFloor,Heated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.688,,,,
90.1-2013,ClimateZone 5,GroundContactFloor,Unheated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2013,ClimateZone 5,GroundContactFloor,Heated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.9,,,,
90.1-2013,ClimateZone 5,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0,,,,,,,,
90.1-2013,ClimateZone 5,GroundContactWall,Mass,Nonresidential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,0.119,,,
90.1-2013,ClimateZone 5,GroundContactWall,Mass,Residential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,0.092,,,
90.1-2013,ClimateZone 5,GroundContactWall,Mass,Semiheated,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,1.14,,,
90.1-2013,ClimateZone 5,Skylight,Glass with Curb,Nonresidential,U 0.5 SHGC 0.36 Simple Glazing Skylight,,0,2,0.5,TRUE,TRUE,,,0.36,,
90.1-2013,ClimateZone 5,Skylight,Glass with Curb,Residential,U 0.5 SHGC 0.19 Simple Glazing Skylight,,0,2,0.5,TRUE,TRUE,,,0.19,,
90.1-2013,ClimateZone 5,Skylight,Glass with Curb,Semiheated,U 0.98 SHGC 0.45 Simple Glazing Skylight,,0,2,0.98,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,Skylight,Plastic with Curb,Nonresidential,U 0.5 SHGC 0.45 Simple Glazing Skylight,,0,2,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,Skylight,Plastic with Curb,Residential,U 0.5 SHGC 0.34 Simple Glazing Skylight,,0,2,0.5,TRUE,TRUE,,,0.34,,
90.1-2013,ClimateZone 5,Skylight,Plastic with Curb,Semiheated,U 0.98 SHGC 0.27 Simple Glazing Skylight,,0,2,0.98,TRUE,TRUE,,,0.27,,
90.1-2013,ClimateZone 5,Skylight,Without Curb,Nonresidential,U 0.5 SHGC 0.45 Simple Glazing Skylight,,0,2,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,Skylight,Without Curb,Residential,U 0.5 SHGC 0.45 Simple Glazing Skylight,,0,2,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 5,Skylight,Without Curb,Semiheated,U 0.98 SHGC 0.36 Simple Glazing Skylight,,0,2,0.98,TRUE,TRUE,,,0.36,,
90.1-2013,ClimateZone 6,ExteriorDoor,Swinging,Nonresidential,Typical Insulated Metal Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorDoor,NonSwinging,Nonresidential,Typical Overhead Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorDoor,Swinging,Residential,Typical Insulated Metal Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorDoor,NonSwinging,Residential,Typical Overhead Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorDoor,Swinging,Semiheated,Typical Insulated Metal Door,,,,0.7,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorDoor,NonSwinging,Semiheated,Typical Overhead Door,,,,0.5,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorFloor,Mass,Nonresidential,Typical Insulated Exterior Mass Floor,,,,0.051,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorFloor,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Floor,,,,0.032,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorFloor,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Floor,,,,0.027,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorFloor,Mass,Residential,Typical Insulated Exterior Mass Floor,,,,0.051,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorFloor,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Floor,,,,0.032,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorFloor,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Floor,,,,0.027,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorFloor,Mass,Semiheated,Typical Insulated Exterior Mass Floor,,,,0.087,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorFloor,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Floor,,,,0.052,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorFloor,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Floor,,,,0.051,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0,,,,,,,,
90.1-2013,ClimateZone 6,ExteriorRoof,IEAD,Nonresidential,Typical IEAD Roof,,,,0.032,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorRoof,Metal Building,Nonresidential,Typical Insulated Metal Building Roof,,,,0.031,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorRoof,Attic and Other,Nonresidential,Typical Wood Joist Attic Floor,,,,0.021,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorRoof,IEAD,Residential,Typical IEAD Roof,,,,0.032,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorRoof,Metal Building,Residential,Typical Insulated Metal Building Roof,,,,0.029,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorRoof,Attic and Other,Residential,Typical Wood Joist Attic Floor,,,,0.021,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorRoof,IEAD,Semiheated,Typical IEAD Roof,,,,0.063,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorRoof,Metal Building,Semiheated,Typical Insulated Metal Building Roof,,,,0.06,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorRoof,Attic and Other,Semiheated,Typical Wood Joist Attic Floor,,,,0.034,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0,,,,,,,,
90.1-2013,ClimateZone 6,ExteriorWall,Mass,Nonresidential,Typical Insulated Exterior Mass Wall,,,,0.08,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorWall,Metal Building,Nonresidential,Typical Insulated Metal Building Wall,,,,0.05,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorWall,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Wall,,,,0.049,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorWall,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Wall,,,,0.051,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorWall,Mass,Residential,Typical Insulated Exterior Mass Wall,,,,0.071,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorWall,Metal Building,Residential,Typical Insulated Metal Building Wall,,,,0.05,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorWall,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Wall,,,,0.049,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorWall,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Wall,,,,0.051,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorWall,Mass,Semiheated,Typical Insulated Exterior Mass Wall,,,,0.151,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorWall,Metal Building,Semiheated,Typical Insulated Metal Building Wall,,,,0.094,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorWall,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Wall,,,,0.084,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorWall,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Wall,,,,0.089,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0,,,,,,,,
90.1-2013,ClimateZone 6,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.32 SHGC 0.4 Simple Glazing Window,,,,0.32,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 6,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.42 SHGC 0.4 Simple Glazing Window,,,,0.42,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 6,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.77 SHGC 0.4 Simple Glazing Window,,,,0.77,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 6,ExteriorWindow,Nonmetal framing (all),Residential,U 0.32 SHGC 0.4 Simple Glazing Window,,,,0.32,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 6,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.42 SHGC 0.4 Simple Glazing Window,,,,0.42,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 6,ExteriorWindow,Metal framing (all other),Residential,U 0.68 SHGC 0.4 Simple Glazing Window,,,,0.68,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 6,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.45 SHGC 0.45 Simple Glazing Window,,,,0.45,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 0.51 SHGC 0.45 Simple Glazing Window,,,,0.51,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,ExteriorWindow,Metal framing (all other),Semiheated,U 0.77 SHGC 0.45 Simple Glazing Window,,,,0.77,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Window,,,,0.5,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 6,GlassDoor,Metal framing (entrance door),Residential,U 0.5 SHGC 0.4 Simple Glazing Window,,,,0.5,TRUE,TRUE,,,0.4,1.1,
90.1-2013,ClimateZone 6,GlassDoor,Metal framing (entrance door),Semiheated,U 0.59 SHGC 0.45 Simple Glazing Window,,,,0.59,TRUE,TRUE,,,,,
90.1-2013,ClimateZone 6,GroundContactFloor,Unheated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,TRUE,TRUE,0.51,,,,
90.1-2013,ClimateZone 6,GroundContactFloor,Heated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,TRUE,TRUE,0.688,,,,
90.1-2013,ClimateZone 6,GroundContactFloor,Unheated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.434,,,,
90.1-2013,ClimateZone 6,GroundContactFloor,Heated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.671,,,,
90.1-2013,ClimateZone 6,GroundContactFloor,Unheated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.73,,,,
90.1-2013,ClimateZone 6,GroundContactFloor,Heated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,TRUE,TRUE,0.86,,,,
90.1-2013,ClimateZone 6,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0,,,,,,,,
90.1-2013,ClimateZone 6,GroundContactWall,Mass,Nonresidential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,0.092,,,
90.1-2013,ClimateZone 6,GroundContactWall,Mass,Residential,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,0.063,,,
90.1-2013,ClimateZone 6,GroundContactWall,Mass,Semiheated,Typical Insulated Basement Mass Wall,,,,,TRUE,TRUE,,0.119,,,
90.1-2013,ClimateZone 6,Skylight,Glass with Curb,Nonresidential,U 0.5 SHGC 0.19 Simple Glazing Skylight,,0,2,0.5,TRUE,TRUE,,,0.19,,
