lighting_space_type_name,level_3_lighting_code_definition_table,level_3_lighting_code_definition_id,lighting_technology_name,lighting_space_type_target_illuminance_setpoint
ba_dining_family_lighting,level_3_lighting_90_1_2004,6,default,237
ba_dormitory_lighting,level_3_lighting_90_1_2004,7,default,178
ba_exercise_center_lighting,level_3_lighting_90_1_2004,8,default,237
ba_fire_station_lighting,level_3_lighting_90_1_2004,23,default,118
ba_gymnasium_lighting,level_3_lighting_90_1_2004,9,default,237
ba_health-care_clinic_lighting,level_3_lighting_90_1_2004,10,default,592
ba_hospital_lighting,level_3_lighting_90_1_2004,11,default,592
ba_hotel_motel_lighting,level_3_lighting_90_1_2004,12,default,178
ba_motion_picture_theater_lighting,level_3_lighting_90_1_2004,16,default,118
ba_museum_lighting,level_3_lighting_90_1_2004,18,default,118
ba_parking_garage_lighting,level_3_lighting_90_1_2004,20,default,54
ba_penitentiary_lighting,level_3_lighting_90_1_2004,21,default,296
ba_performing_arts_theater_lighting,level_3_lighting_90_1_2004,22,default,426
ba_police_station_lighting,level_3_lighting_90_1_2004,23,default,118
ba_school_university_lighting,level_3_lighting_90_1_2004,27,default,471
ba_town_hall_lighting,level_3_lighting_90_1_2004,29,default,355
ba_retail_lighting,level_3_lighting_90_1_2004,26,default,474
ba_warehouse_lighting,level_3_lighting_90_1_2004,31,default,118
audience_seating_area_for_gymnasium_lighting,level_3_lighting_90_1_2004,39,default,118
audience_seating_area_for_motion_picture_theater_lighting,level_3_lighting_90_1_2004,40,default,118
audience_seating_area_for_penitentiary_lighting,level_3_lighting_90_1_2004,41,default,355
audience_seating_area_for_performing_arts_theater_lighting,level_3_lighting_90_1_2004,42,default,426
audience_seating_area_for_religious_buildings_lighting,level_3_lighting_90_1_2004,43,default,118
audience_seating_area_for_sports_arena_lighting,level_3_lighting_90_1_2004,44,default,118
classroom_lecture_training_for_penitentiary_lighting,level_3_lighting_90_1_2004,47,default,471
corridor_transition_for_hospital_lighting,level_3_lighting_90_1_2004,50,default,355
dining_area_for_penitentiary_lighting,level_3_lighting_90_1_2004,57,default,178
dining_bar_lounge_leisure_general_lighting,level_3_lighting_90_1_2004,4,default,118
dining_cafeteria_fast_food_general_lighting,level_3_lighting_90_1_2004,5,default,237
dining_area_for_family_dining_lighting,level_3_lighting_90_1_2004,54,default,237
lobby_for_hotel_lighting,level_3_lighting_90_1_2004,65,default,178
lobby_for_motion_picture_theater_lighting,level_3_lighting_90_1_2004,66,default,118
lobby_for_performing_arts_theater_lighting,level_3_lighting_90_1_2004,67,default,296
lounge_recreation_for_hospital_lighting,level_3_lighting_90_1_2004,69,default,296
office-enclosed_general_lighting,level_3_lighting_90_1_2004,71,default,355
office_open_plan_lighting,level_3_lighting_90_1_2004,72,default,414
automotive_general_lighting,level_3_lighting_90_1_2004,76,default,355
convention_center_exhibit_space_general_lighting,level_3_lighting_90_1_2004,78,default,431
library_reading_area_lighting,level_3_lighting_90_1_2004,101,default,592
library_stacks_lighting,level_3_lighting_90_1_2004,102,default,355
manufacturing_facility_detailed_manufacturing_area_lighting,level_3_lighting_90_1_2004,104,default,592
manufacturing_facility_equipment_room_lighting,level_3_lighting_90_1_2004,105,default,237
manufacturing_facility_high_bay_area_25_to_50_ft_ftc_hgt_lighting,level_3_lighting_90_1_2004,106,default,592
manufacturing_facility_low_bay_area_lt_25_ft_ftc_hgt_lighting,level_3_lighting_90_1_2004,107,default,592
museum_restoration_room_lighting,level_3_lighting_90_1_2004,109,default,592
post_office_sorting_area_general_lighting,level_3_lighting_90_1_2004,111,default,474
religious_buildings_fellowship_hall_lighting,level_3_lighting_90_1_2004,112,default,355
religious_buildings_worship_pulpit_choir_lighting,level_3_lighting_90_1_2004,113,default,355
retail_mall_concourse_lighting,level_3_lighting_90_1_2004,114,default,403
transportation_facility_ticket_counter_lighting,level_3_lighting_90_1_2004,123,default,296
warehouse_storage_area_medium_to_bulky_palletized_items_lighting,level_3_lighting_90_1_2004,125,default,355
warehouse_storage_area_smaller_hand-carried_items_lighting,level_3_lighting_90_1_2004,124,default,237
airport_concourse_lighting,level_3_lighting_90_1_2007,125,default,118
atrium_lighting,level_3_lighting_90_1_2007,36,default,178
none_lighting,level_3_lighting_90_1_2007,129,default,0
audience_seating_lighting,level_3_lighting_90_1_2007,46,default,118
baggage_carousel_lighting,level_3_lighting_90_1_2007,124,default,237
banking_lighting,level_3_lighting_90_1_2007,78,default,355
classroom_lecture_training_lighting,level_3_lighting_90_1_2007,48,default,471
computer_room_lighting,level_3_lighting_90_1_2007,48,default,710
conference_meeting_multipurpose_lighting,level_3_lighting_90_1_2007,49,default,355
confinement_cells_lighting,level_3_lighting_90_1_2007,80,default,296
copy_print_lighting,level_3_lighting_90_1_2007,49,default,178
corridor_lighting,level_3_lighting_90_1_2007,52,default,178
courtroom_lighting,level_3_lighting_90_1_2007,81,default,474
datacenterhighite_lighting,level_3_lighting_90_1_2007,60,default,118
datacenterlowite_lighting,level_3_lighting_90_1_2007,60,default,118
dining_lighting,level_3_lighting_90_1_2007,58,default,308
dressing_room_lighting,level_3_lighting_90_1_2007,59,default,237
electrical_mechanical_lighting,level_3_lighting_90_1_2007,60,default,118
emergency_room_lighting,level_3_lighting_90_1_2007,88,default,888
emergency_vehicle_garage_lighting,level_3_lighting_90_1_2007,84,default,355
exam_treatment_lighting,level_3_lighting_90_1_2007,89,default,592
exercise_area_lighting,level_3_lighting_90_1_2007,86,default,474
exhibit_lighting,level_3_lighting_90_1_2007,109,default,431
guest_room_lighting,level_3_lighting_90_1_2007,100,default,178
imaging_lighting,level_3_lighting_90_1_2007,98,default,355
interior_parking_lighting,level_3_lighting_90_1_2007,111,default,54
judges_chambers_lighting,level_3_lighting_90_1_2007,82,default,355
food_preparation_lighting,level_3_lighting_90_1_2007,61,default,538
laboratory_lighting,level_3_lighting_90_1_2007,64,default,592
laundry_washing_lighting,level_3_lighting_90_1_2007,90,default,355
library_lighting,level_3_lighting_90_1_2007,13,default,118
living_quarters_lighting,level_3_lighting_90_1_2007,83,default,178
loading_dock_lighting,level_3_lighting_90_1_2007,30,default,355
lobby_lighting,level_3_lighting_90_1_2007,68,default,296
locker_room_lighting,level_3_lighting_90_1_2007,59,default,237
lounge_breakroom_lighting,level_3_lighting_90_1_2007,70,default,178
manufacturing_lighting,level_3_lighting_90_1_2007,14,default,592
medical_supply_lighting,level_3_lighting_90_1_2007,91,default,355
multifamily_lighting,level_3_lighting_90_1_2007,17,default,178
nursery_lighting,level_3_lighting_90_1_2007,93,default,355
nurses_station_lighting,level_3_lighting_90_1_2007,92,default,355
office_lighting,level_3_lighting_90_1_2007,19,default,414
office_enclosed_lighting,level_3_lighting_90_1_2007,71,default,355
operating_room_lighting,level_3_lighting_90_1_2007,94,default,1184
patient_room_lighting,level_3_lighting_90_1_2007,95,default,355
pharmacy_lighting,level_3_lighting_90_1_2007,96,default,888
physical_therapy_lighting,level_3_lighting_90_1_2007,97,default,474
playing_area_lighting,level_3_lighting_90_1_2007,87,default,592
post_office_lighting,level_3_lighting_90_1_2007,24,default,237
recovery_lighting,level_3_lighting_90_1_2007,99,default,592
recreation_common_living_lighting,level_3_lighting_90_1_2007,70,default,323
restroom_lighting,level_3_lighting_90_1_2007,73,default,178
retail_sales_lighting,level_3_lighting_90_1_2007,120,default,474
sleeping_quarters_lighting,level_3_lighting_90_1_2007,85,default,59
sports_arena_lighting,level_3_lighting_90_1_2007,28,default,1184
stairwell_lighting,level_3_lighting_90_1_2007,75,default,118
storage_lighting,level_3_lighting_90_1_2007,34,default,118
transportation_lighting,level_3_lighting_90_1_2007,30,default,237
vehicular_maintenance_lighting,level_3_lighting_90_1_2007,77,default,355
workshop_lighting,level_3_lighting_90_1_2007,32,default,592
worship_lighting,level_3_lighting_90_1_2007,25,default,355
ba_automotive_facility_lighting,level_3_lighting_90_1_2007,1,default,355
ba_convention_center_lighting,level_3_lighting_90_1_2007,2,default,118
ba_courthouse_lighting,level_3_lighting_90_1_2007,3,default,474
ba_dining_bar_lounge_leisure_lighting,level_3_lighting_90_1_2007,4,default,118
ba_dining_cafeteria_fast_food_lighting,level_3_lighting_90_1_2007,5,default,237
ba_dining_family_lighting,level_3_lighting_90_1_2007,6,default,237
ba_dormitory_lighting,level_3_lighting_90_1_2007,7,default,178
ba_exercise_center_lighting,level_3_lighting_90_1_2007,8,default,237
ba_fire_station_lighting,level_3_lighting_90_1_2007,23,default,118
ba_gymnasium_lighting,level_3_lighting_90_1_2007,9,default,237
ba_health-care_clinic_lighting,level_3_lighting_90_1_2007,10,default,592
ba_hospital_lighting,level_3_lighting_90_1_2007,11,default,592
ba_hotel_motel_lighting,level_3_lighting_90_1_2007,12,default,178
ba_motion_picture_theater_lighting,level_3_lighting_90_1_2007,16,default,118
ba_museum_lighting,level_3_lighting_90_1_2007,18,default,118
ba_parking_garage_lighting,level_3_lighting_90_1_2007,20,default,54
ba_penitentiary_lighting,level_3_lighting_90_1_2007,21,default,296
ba_performing_arts_theater_lighting,level_3_lighting_90_1_2007,22,default,426
ba_police_station_lighting,level_3_lighting_90_1_2007,23,default,118
ba_school_university_lighting,level_3_lighting_90_1_2007,27,default,471
ba_town_hall_lighting,level_3_lighting_90_1_2007,29,default,355
ba_retail_lighting,level_3_lighting_90_1_2007,26,default,474
ba_warehouse_lighting,level_3_lighting_90_1_2007,31,default,118
audience_seating_area_for_gymnasium_lighting,level_3_lighting_90_1_2007,39,default,118
audience_seating_area_for_motion_picture_theater_lighting,level_3_lighting_90_1_2007,40,default,118
audience_seating_area_for_penitentiary_lighting,level_3_lighting_90_1_2007,41,default,355
audience_seating_area_for_performing_arts_theater_lighting,level_3_lighting_90_1_2007,42,default,426
audience_seating_area_for_religious_buildings_lighting,level_3_lighting_90_1_2007,43,default,118
audience_seating_area_for_sports_arena_lighting,level_3_lighting_90_1_2007,44,default,118
classroom_lecture_training_for_penitentiary_lighting,level_3_lighting_90_1_2007,47,default,471
corridor_transition_for_hospital_lighting,level_3_lighting_90_1_2007,50,default,355
dining_area_for_penitentiary_lighting,level_3_lighting_90_1_2007,57,default,178
dining_bar_lounge_leisure_general_lighting,level_3_lighting_90_1_2007,4,default,118
dining_cafeteria_fast_food_general_lighting,level_3_lighting_90_1_2007,5,default,237
dining_area_for_family_dining_lighting,level_3_lighting_90_1_2007,54,default,237
lobby_for_hotel_lighting,level_3_lighting_90_1_2007,65,default,178
lobby_for_motion_picture_theater_lighting,level_3_lighting_90_1_2007,66,default,118
lobby_for_performing_arts_theater_lighting,level_3_lighting_90_1_2007,67,default,296
lounge_recreation_for_hospital_lighting,level_3_lighting_90_1_2007,69,default,296
office-enclosed_general_lighting,level_3_lighting_90_1_2007,71,default,355
office_open_plan_lighting,level_3_lighting_90_1_2007,72,default,414
automotive_general_lighting,level_3_lighting_90_1_2007,77,default,355
convention_center_exhibit_space_general_lighting,level_3_lighting_90_1_2007,79,default,431
library_reading_area_lighting,level_3_lighting_90_1_2007,102,default,592
library_stacks_lighting,level_3_lighting_90_1_2007,103,default,355
manufacturing_facility_detailed_manufacturing_area_lighting,level_3_lighting_90_1_2007,105,default,592
manufacturing_facility_equipment_room_lighting,level_3_lighting_90_1_2007,106,default,237
manufacturing_facility_high_bay_area_25_to_50_ft_ftc_hgt_lighting,level_3_lighting_90_1_2007,107,default,592
manufacturing_facility_low_bay_area_lt_25_ft_ftc_hgt_lighting,level_3_lighting_90_1_2007,108,default,592
museum_restoration_room_lighting,level_3_lighting_90_1_2007,110,default,592
post_office_sorting_area_general_lighting,level_3_lighting_90_1_2007,112,default,474
religious_buildings_fellowship_hall_lighting,level_3_lighting_90_1_2007,113,default,355
religious_buildings_worship_pulpit_choir_lighting,level_3_lighting_90_1_2007,114,default,355
retail_mall_concourse_lighting,level_3_lighting_90_1_2007,115,default,403
transportation_facility_ticket_counter_lighting,level_3_lighting_90_1_2007,126,default,296
warehouse_storage_area_medium_to_bulky_palletized_items_lighting,level_3_lighting_90_1_2007,128,default,355
warehouse_storage_area_smaller_hand-carried_items_lighting,level_3_lighting_90_1_2007,127,default,237
airport_concourse_lighting,level_3_lighting_90_1_2010,128,default,118
atrium_lighting,level_3_lighting_90_1_2010,34,default,178
none_lighting,level_3_lighting_90_1_2010,133,default,0
audience_seating_lighting,level_3_lighting_90_1_2010,36,default,118
baggage_carousel_lighting,level_3_lighting_90_1_2010,127,default,237
banking_lighting,level_3_lighting_90_1_2010,64,default,355
classroom_lecture_training_lighting,level_3_lighting_90_1_2010,39,default,471
computer_room_lighting,level_3_lighting_90_1_2010,39,default,710
conference_meeting_multipurpose_lighting,level_3_lighting_90_1_2010,40,default,355
confinement_cells_lighting,level_3_lighting_90_1_2010,67,default,296
copy_print_lighting,level_3_lighting_90_1_2010,40,default,178
corridor_lighting,level_3_lighting_90_1_2010,41,default,178
courtroom_lighting,level_3_lighting_90_1_2010,68,default,474
datacenterhighite_lighting,level_3_lighting_90_1_2010,46,default,118
datacenterlowite_lighting,level_3_lighting_90_1_2010,46,default,118
dining_lighting,level_3_lighting_90_1_2010,44,default,308
dressing_room_lighting,level_3_lighting_90_1_2010,113,default,237
electrical_mechanical_lighting,level_3_lighting_90_1_2010,46,default,118
emergency_room_lighting,level_3_lighting_90_1_2010,80,default,888
emergency_vehicle_garage_lighting,level_3_lighting_90_1_2010,74,default,355
exam_treatment_lighting,level_3_lighting_90_1_2010,81,default,592
exercise_area_lighting,level_3_lighting_90_1_2010,76,default,474
exhibit_lighting,level_3_lighting_90_1_2010,107,default,431
guest_room_lighting,level_3_lighting_90_1_2010,96,default,178
imaging_lighting,level_3_lighting_90_1_2010,91,default,355
interior_parking_lighting,level_3_lighting_90_1_2010,109,default,54
judges_chambers_lighting,level_3_lighting_90_1_2010,69,default,355
food_preparation_lighting,level_3_lighting_90_1_2010,47,default,538
laboratory_lighting,level_3_lighting_90_1_2010,49,default,592
laundry_washing_lighting,level_3_lighting_90_1_2010,82,default,355
library_lighting,level_3_lighting_90_1_2010,14,default,118
living_quarters_lighting,level_3_lighting_90_1_2010,73,default,178
loading_dock_lighting,level_3_lighting_90_1_2010,31,default,355
lobby_lighting,level_3_lighting_90_1_2010,53,default,296
locker_room_lighting,level_3_lighting_90_1_2010,54,default,237
lounge_breakroom_lighting,level_3_lighting_90_1_2010,55,default,178
manufacturing_lighting,level_3_lighting_90_1_2010,15,default,592
medical_supply_lighting,level_3_lighting_90_1_2010,84,default,355
multifamily_lighting,level_3_lighting_90_1_2010,18,default,178
nursery_lighting,level_3_lighting_90_1_2010,85,default,355
nurses_station_lighting,level_3_lighting_90_1_2010,86,default,355
office_lighting,level_3_lighting_90_1_2010,20,default,414
office_enclosed_lighting,level_3_lighting_90_1_2010,56,default,355
operating_room_lighting,level_3_lighting_90_1_2010,87,default,1184
patient_room_lighting,level_3_lighting_90_1_2010,88,default,355
pharmacy_lighting,level_3_lighting_90_1_2010,89,default,888
physical_therapy_lighting,level_3_lighting_90_1_2010,90,default,474
playing_area_lighting,level_3_lighting_90_1_2010,78,default,592
post_office_lighting,level_3_lighting_90_1_2010,25,default,237
recovery_lighting,level_3_lighting_90_1_2010,92,default,592
recreation_common_living_lighting,level_3_lighting_90_1_2010,55,default,323
restroom_lighting,level_3_lighting_90_1_2010,58,default,178
retail_sales_lighting,level_3_lighting_90_1_2010,119,default,474
sleeping_quarters_lighting,level_3_lighting_90_1_2010,75,default,59
sports_arena_lighting,level_3_lighting_90_1_2010,29,default,1184
stairwell_lighting,level_3_lighting_90_1_2010,60,default,118
storage_lighting,level_3_lighting_90_1_2010,61,default,118
transportation_lighting,level_3_lighting_90_1_2010,31,default,237
vehicular_maintenance_lighting,level_3_lighting_90_1_2010,63,default,355
workshop_lighting,level_3_lighting_90_1_2010,33,default,592
worship_lighting,level_3_lighting_90_1_2010,26,default,355
ba_automotive_facility_lighting,level_3_lighting_90_1_2010,1,default,355
ba_convention_center_lighting,level_3_lighting_90_1_2010,2,default,118
ba_courthouse_lighting,level_3_lighting_90_1_2010,3,default,474
ba_dining_bar_lounge_leisure_lighting,level_3_lighting_90_1_2010,4,default,118
ba_dining_cafeteria_fast_food_lighting,level_3_lighting_90_1_2010,5,default,237
ba_dining_family_lighting,level_3_lighting_90_1_2010,6,default,237
ba_dormitory_lighting,level_3_lighting_90_1_2010,7,default,178
ba_exercise_center_lighting,level_3_lighting_90_1_2010,8,default,237
ba_fire_station_lighting,level_3_lighting_90_1_2010,9,default,118
ba_gymnasium_lighting,level_3_lighting_90_1_2010,10,default,237
ba_health-care_clinic_lighting,level_3_lighting_90_1_2010,11,default,592
ba_hospital_lighting,level_3_lighting_90_1_2010,12,default,592
ba_hotel_motel_lighting,level_3_lighting_90_1_2010,13,default,178
ba_motion_picture_theater_lighting,level_3_lighting_90_1_2010,17,default,118
ba_museum_lighting,level_3_lighting_90_1_2010,19,default,118
ba_parking_garage_lighting,level_3_lighting_90_1_2010,21,default,54
ba_penitentiary_lighting,level_3_lighting_90_1_2010,22,default,296
ba_performing_arts_theater_lighting,level_3_lighting_90_1_2010,23,default,426
ba_police_station_lighting,level_3_lighting_90_1_2010,24,default,118
ba_school_university_lighting,level_3_lighting_90_1_2010,28,default,471
ba_town_hall_lighting,level_3_lighting_90_1_2010,30,default,355
ba_retail_lighting,level_3_lighting_90_1_2010,27,default,474
ba_warehouse_lighting,level_3_lighting_90_1_2010,32,default,118
audience_seating_area_for_gymnasium_lighting,level_3_lighting_90_1_2010,77,default,118
audience_seating_area_for_motion_picture_theater_lighting,level_3_lighting_90_1_2010,37,default,118
audience_seating_area_for_penitentiary_lighting,level_3_lighting_90_1_2010,70,default,355
audience_seating_area_for_performing_arts_theater_lighting,level_3_lighting_90_1_2010,38,default,426
audience_seating_area_for_religious_buildings_lighting,level_3_lighting_90_1_2010,110,default,118
audience_seating_area_for_sports_arena_lighting,level_3_lighting_90_1_2010,120,default,118
classroom_lecture_training_for_penitentiary_lighting,level_3_lighting_90_1_2010,71,default,471
corridor_transition_for_hospital_lighting,level_3_lighting_90_1_2010,79,default,355
dining_area_for_penitentiary_lighting,level_3_lighting_90_1_2010,72,default,178
dining_bar_lounge_leisure_general_lighting,level_3_lighting_90_1_2010,4,default,118
dining_cafeteria_fast_food_general_lighting,level_3_lighting_90_1_2010,5,default,237
dining_area_for_family_dining_lighting,level_3_lighting_90_1_2010,43,default,237
lobby_for_hotel_lighting,level_3_lighting_90_1_2010,97,default,178
lobby_for_motion_picture_theater_lighting,level_3_lighting_90_1_2010,51,default,118
lobby_for_performing_arts_theater_lighting,level_3_lighting_90_1_2010,52,default,296
lounge_recreation_for_hospital_lighting,level_3_lighting_90_1_2010,83,default,296
office-enclosed_general_lighting,level_3_lighting_90_1_2010,56,default,355
office_open_plan_lighting,level_3_lighting_90_1_2010,57,default,414
automotive_general_lighting,level_3_lighting_90_1_2010,63,default,355
convention_center_exhibit_space_general_lighting,level_3_lighting_90_1_2010,66,default,431
library_reading_area_lighting,level_3_lighting_90_1_2010,99,default,592
library_stacks_lighting,level_3_lighting_90_1_2010,100,default,355
manufacturing_facility_detailed_manufacturing_area_lighting,level_3_lighting_90_1_2010,102,default,592
manufacturing_facility_equipment_room_lighting,level_3_lighting_90_1_2010,103,default,237
manufacturing_facility_high_bay_area_25_to_50_ft_ftc_hgt_lighting,level_3_lighting_90_1_2010,105,default,592
manufacturing_facility_low_bay_area_lt_25_ft_ftc_hgt_lighting,level_3_lighting_90_1_2010,106,default,592
museum_restoration_room_lighting,level_3_lighting_90_1_2010,108,default,592
post_office_sorting_area_general_lighting,level_3_lighting_90_1_2010,126,default,474
religious_buildings_fellowship_hall_lighting,level_3_lighting_90_1_2010,111,default,355
religious_buildings_worship_pulpit_choir_lighting,level_3_lighting_90_1_2010,112,default,355
retail_mall_concourse_lighting,level_3_lighting_90_1_2010,114,default,403
transportation_facility_ticket_counter_lighting,level_3_lighting_90_1_2010,130,default,296
warehouse_storage_area_medium_to_bulky_palletized_items_lighting,level_3_lighting_90_1_2010,132,default,355
warehouse_storage_area_smaller_hand-carried_items_lighting,level_3_lighting_90_1_2010,131,default,237
airport_concourse_lighting,level_3_lighting_90_1_2013,140,default,118
atrium_lighting,level_3_lighting_90_1_2013,33,default,178
none_lighting,level_3_lighting_90_1_2013,143,default,0
audience_seating_lighting,level_3_lighting_90_1_2013,36,default,118
baggage_carousel_lighting,level_3_lighting_90_1_2013,139,default,237
banking_lighting,level_3_lighting_90_1_2013,45,default,355
classroom_lecture_training_lighting,level_3_lighting_90_1_2013,47,default,471
computer_room_lighting,level_3_lighting_90_1_2013,49,default,710
conference_meeting_multipurpose_lighting,level_3_lighting_90_1_2013,50,default,355
confinement_cells_lighting,level_3_lighting_90_1_2013,51,default,296
copy_print_lighting,level_3_lighting_90_1_2013,52,default,178
corridor_lighting,level_3_lighting_90_1_2013,53,default,178
courtroom_lighting,level_3_lighting_90_1_2013,57,default,474
datacenterhighite_lighting,level_3_lighting_90_1_2013,64,default,118
datacenterlowite_lighting,level_3_lighting_90_1_2013,64,default,118
dining_lighting,level_3_lighting_90_1_2013,58,default,308
dressing_room_lighting,level_3_lighting_90_1_2013,128,default,237
electrical_mechanical_lighting,level_3_lighting_90_1_2013,64,default,118
emergency_room_lighting,level_3_lighting_90_1_2013,112,default,888
emergency_vehicle_garage_lighting,level_3_lighting_90_1_2013,65,default,355
exam_treatment_lighting,level_3_lighting_90_1_2013,112,default,592
exercise_area_lighting,level_3_lighting_90_1_2013,105,default,474
exhibit_lighting,level_3_lighting_90_1_2013,122,default,431
guest_room_lighting,level_3_lighting_90_1_2013,67,default,178
imaging_lighting,level_3_lighting_90_1_2013,113,default,355
interior_parking_lighting,level_3_lighting_90_1_2013,84,default,54
judges_chambers_lighting,level_3_lighting_90_1_2013,57,default,355
food_preparation_lighting,level_3_lighting_90_1_2013,66,default,538
laboratory_lighting,level_3_lighting_90_1_2013,68,default,592
laundry_washing_lighting,level_3_lighting_90_1_2013,70,default,355
library_lighting,level_3_lighting_90_1_2013,14,default,118
living_quarters_lighting,level_3_lighting_90_1_2013,99,default,178
loading_dock_lighting,level_3_lighting_90_1_2013,71,default,355
lobby_lighting,level_3_lighting_90_1_2013,72,default,296
locker_room_lighting,level_3_lighting_90_1_2013,78,default,237
lounge_breakroom_lighting,level_3_lighting_90_1_2013,46,default,178
manufacturing_lighting,level_3_lighting_90_1_2013,15,default,592
medical_supply_lighting,level_3_lighting_90_1_2013,106,default,355
multifamily_lighting,level_3_lighting_90_1_2013,17,default,178
nursery_lighting,level_3_lighting_90_1_2013,108,default,355
nurses_station_lighting,level_3_lighting_90_1_2013,107,default,355
office_lighting,level_3_lighting_90_1_2013,19,default,414
office_enclosed_lighting,level_3_lighting_90_1_2013,81,default,355
operating_room_lighting,level_3_lighting_90_1_2013,114,default,1184
patient_room_lighting,level_3_lighting_90_1_2013,109,default,355
pharmacy_lighting,level_3_lighting_90_1_2013,106,default,888
physical_therapy_lighting,level_3_lighting_90_1_2013,110,default,474
playing_area_lighting,level_3_lighting_90_1_2013,104,default,592
post_office_lighting,level_3_lighting_90_1_2013,24,default,237
recovery_lighting,level_3_lighting_90_1_2013,111,default,592
recreation_common_living_lighting,level_3_lighting_90_1_2013,79,default,323
restroom_lighting,level_3_lighting_90_1_2013,86,default,178
retail_sales_lighting,level_3_lighting_90_1_2013,88,default,474
sleeping_quarters_lighting,level_3_lighting_90_1_2013,103,default,59
sports_arena_lighting,level_3_lighting_90_1_2013,28,default,1184
stairwell_lighting,level_3_lighting_90_1_2013,91,default,118
