ventilation_space_type_name,level_3_ventilation_definition_table,level_3_ventilation_definition_id
sports_and_entertainment_bowling_alley_seating_ventilation,level_3_ventilation_62_1_2007,71
sports_and_entertainment_disco_dance_floors_ventilation,level_3_ventilation_62_1_2007,68
sports_and_entertainment_gambling_casinos_ventilation,level_3_ventilation_62_1_2007,72
sports_and_entertainment_game_arcades_ventilation,level_3_ventilation_62_1_2007,73
sports_and_entertainment_health_club_weight_rooms_ventilation,level_3_ventilation_62_1_2007,70
sports_and_entertainment_spectator_areas_ventilation,level_3_ventilation_62_1_2007,66
sports_and_entertainment_stages_studios_ventilation,level_3_ventilation_62_1_2007,74
sports_and_entertainment_swimming_pool_deck_ventilation,level_3_ventilation_62_1_2007,67
airport_concourse_ventilation,level_3_ventilation_62_1_2004,28
atrium_ventilation,level_3_ventilation_62_1_2004,30
attic_ventilation,level_3_ventilation_62_1_2004,64
audience_seating_ventilation,level_3_ventilation_62_1_2004,38
baggage_carousel_ventilation,level_3_ventilation_62_1_2004,28
banking_ventilation,level_3_ventilation_62_1_2004,28
classroom_lecture_training_ventilation,level_3_ventilation_62_1_2004,7
computer_room_ventilation,level_3_ventilation_62_1_2004,13
conference_meeting_multipurpose_ventilation,level_3_ventilation_62_1_2004,20
confinement_cells_ventilation,level_3_ventilation_62_1_2004,1
copy_print_ventilation,level_3_ventilation_62_1_2004,29
corridor_ventilation,level_3_ventilation_62_1_2004,21
courtroom_ventilation,level_3_ventilation_62_1_2004,40
datacenterhighite_ventilation,level_3_ventilation_62_1_2004,64
datacenterlowite_ventilation,level_3_ventilation_62_1_2004,64
dining_ventilation,level_3_ventilation_62_1_2004,17
dressing_room_ventilation,level_3_ventilation_62_1_2004,47
electrical_mechanical_ventilation,level_3_ventilation_62_1_2004,64
exercise_area_ventilation,level_3_ventilation_62_1_2004,58
exhibit_ventilation,level_3_ventilation_62_1_2004,45
guest_room_ventilation,level_3_ventilation_62_1_2004,23
judges_chambers_ventilation,level_3_ventilation_62_1_2004,41
laboratory_ventilation,level_3_ventilation_62_1_2004,11
library_ventilation,level_3_ventilation_62_1_2004,42
living_quarters_ventilation,level_3_ventilation_62_1_2004,24
loading_dock_ventilation,level_3_ventilation_62_1_2004,35
lobby_ventilation,level_3_ventilation_62_1_2004,30
medical_supply_ventilation,level_3_ventilation_62_1_2004,33
multifamily_ventilation,level_3_ventilation_62_1_2004,23
nurses_station_ventilation,level_3_ventilation_62_1_2004,28
office_ventilation,level_3_ventilation_62_1_2004,27
office_enclosed_ventilation,level_3_ventilation_62_1_2004,27
pharmacy_ventilation,level_3_ventilation_62_1_2004,33
playing_area_ventilation,level_3_ventilation_62_1_2004,53
plenum_ventilation,level_3_ventilation_62_1_2004,64
post_office_ventilation,level_3_ventilation_62_1_2004,35
recreation_common_living_ventilation,level_3_ventilation_62_1_2004,26
retail_sales_ventilation,level_3_ventilation_62_1_2004,46
shaft_ventilation,level_3_ventilation_62_1_2004,64
sleeping_quarters_ventilation,level_3_ventilation_62_1_2004,24
sports_arena_ventilation,level_3_ventilation_62_1_2004,53
stairwell_ventilation,level_3_ventilation_62_1_2004,64
storage_ventilation,level_3_ventilation_62_1_2004,22
transportation_ventilation,level_3_ventilation_62_1_2004,36
worship_ventilation,level_3_ventilation_62_1_2004,39
correctional_facilities_booking_waiting_ventilation,level_3_ventilation_62_1_2004,4
correctional_facilities_day_room_ventilation,level_3_ventilation_62_1_2004,2
correctional_facilities_guard_stations_ventilation,level_3_ventilation_62_1_2004,3
educational_facilities_art_classroom_ventilation,level_3_ventilation_62_1_2004,10
educational_facilities_classrooms_ages_5-8_ventilation,level_3_ventilation_62_1_2004,6
educational_facilities_daycare_through_age_4_ventilation,level_3_ventilation_62_1_2004,5
educational_facilities_lecture_classroom_ventilation,level_3_ventilation_62_1_2004,8
educational_facilities_lecture_hall_fixed_seats_ventilation,level_3_ventilation_62_1_2004,9
educational_facilities_media_center_ventilation,level_3_ventilation_62_1_2004,14
educational_facilities_multi-use_assembly_ventilation,level_3_ventilation_62_1_2004,16
educational_facilities_music_theater_dance_ventilation,level_3_ventilation_62_1_2004,15
educational_facilities_science_laboratories_ventilation,level_3_ventilation_62_1_2004,11
educational_facilities_wood_metal_shop_ventilation,level_3_ventilation_62_1_2004,12
food_and_beverage_service_bars_cocktail_lounges_ventilation,level_3_ventilation_62_1_2004,19
food_and_beverage_service_cafeteria_fast_food_dining_ventilation,level_3_ventilation_62_1_2004,18
hotels_motels_resorts_dormitories_lobbies_prefunction_ventilation,level_3_ventilation_62_1_2004,25
miscellaneous_spaces_bank_vaults_safe_deposit_ventilation,level_3_ventilation_62_1_2004,31
miscellaneous_spaces_computer_not_printing_ventilation,level_3_ventilation_62_1_2004,32
miscellaneous_spaces_photo_studios_ventilation,level_3_ventilation_62_1_2004,34
miscellaneous_spaces_warehouses_ventilation,level_3_ventilation_62_1_2004,37
public_assembly_spaces_lobbies_ventilation,level_3_ventilation_62_1_2004,43
public_assembly_spaces_museums_childrens_ventilation,level_3_ventilation_62_1_2004,44
retail_barber_shop_ventilation,level_3_ventilation_62_1_2004,48
retail_beauty_and_nail_salons_ventilation,level_3_ventilation_62_1_2004,49
retail_coin-operated_laundries_ventilation,level_3_ventilation_62_1_2004,52
retail_pet_shops_animal_areas_ventilation,level_3_ventilation_62_1_2004,50
retail_supermarket_ventilation,level_3_ventilation_62_1_2004,51
sports_and_entertainment_bowling_alley_seating_ventilation,level_3_ventilation_62_1_2004,60
sports_and_entertainment_disco_dance_floors_ventilation,level_3_ventilation_62_1_2004,57
sports_and_entertainment_gambling_casinos_ventilation,level_3_ventilation_62_1_2004,61
sports_and_entertainment_game_arcades_ventilation,level_3_ventilation_62_1_2004,62
sports_and_entertainment_health_club_weight_rooms_ventilation,level_3_ventilation_62_1_2004,59
sports_and_entertainment_spectator_areas_ventilation,level_3_ventilation_62_1_2004,55
sports_and_entertainment_stages_studios_ventilation,level_3_ventilation_62_1_2004,63
sports_and_entertainment_swimming_pool_deck_ventilation,level_3_ventilation_62_1_2004,56
emergency_room_ventilation,level_3_ventilation_62_1_1999,83
emergency_vehicle_garage_ventilation,level_3_ventilation_62_1_1999,83
exam_treatment_ventilation,level_3_ventilation_62_1_1999,83
imaging_ventilation,level_3_ventilation_62_1_1999,83
interior_parking_ventilation,level_3_ventilation_62_1_1999,83
food_preparation_ventilation,level_3_ventilation_62_1_1999,83
laundry_washing_ventilation,level_3_ventilation_62_1_1999,83
locker_room_ventilation,level_3_ventilation_62_1_1999,83
lounge_breakroom_ventilation,level_3_ventilation_62_1_1999,83
nursery_ventilation,level_3_ventilation_62_1_1999,83
operating_room_ventilation,level_3_ventilation_62_1_1999,83
patient_room_ventilation,level_3_ventilation_62_1_1999,83
physical_therapy_ventilation,level_3_ventilation_62_1_1999,83
recovery_ventilation,level_3_ventilation_62_1_1999,83
restroom_ventilation,level_3_ventilation_62_1_1999,83
vehicular_maintenance_ventilation,level_3_ventilation_62_1_1999,83
