template,cooling_type,heating_type,subcategory,minimum_capacity,maximum_capacity,start_date,end_date,minimum_seasonal_efficiency,minimum_full_load_efficiency,minimum_iplv,minimum_integrated_energy_efficiency_ratio,pthp_eer_coefficient_1,pthp_eer_coefficient_2,cool_cap_ft,cool_cap_fflow,cool_eir_ft,cool_eir_fflow,cool_plf_fplr,annotation
90.1-2010,AirCooled,All Other,Single Package,0,64999,9/9/1919,9/9/2999,13,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,ThroughWall,Electric Resistance or None,Single Package,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,ThroughWall,All Other,Single Package,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,AirCooled,Electric Resistance or None,Single Package,65000,134999,9/9/1919,9/9/2999,,11,,11.2,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,AirCooled,All Other,Single Package,65000,134999,9/9/1919,9/9/2999,,10.8,,11,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,AirCooled,Electric Resistance or None,Single Package,135000,239999,9/9/1919,9/9/2999,,10.6,,10.7,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,AirCooled,All Other,Single Package,135000,239999,9/9/1919,9/9/2999,,10.4,,10.5,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,AirCooled,Electric Resistance or None,Single Package,240000,9999999,9/9/1919,9/9/2999,,9.5,,9.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,AirCooled,All Other,Single Package,240000,9999999,9/9/1919,9/9/2999,,9.3,,9.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2013,AirCooled,Electric Resistance or None,Single Package,0,64999,9/9/1919,12/31/2014,13,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2015
90.1-2013,AirCooled,All Other,Single Package,0,64999,9/9/1919,12/31/2014,13,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2015
90.1-2013,AirCooled,Electric Resistance or None,Single Package,0,64999,1/1/2015,9/9/2999,14,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2015
90.1-2013,AirCooled,All Other,Single Package,0,64999,1/1/2015,9/9/2999,14,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2015
90.1-2013,ThroughWall,Electric Resistance or None,Single Package,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2
90.1-2013,ThroughWall,All Other,Single Package,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2
90.1-2013,AirCooled,Electric Resistance or None,Single Package,65000,134999,9/9/1919,12/31/2015,,11,,11.2,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,Electric Resistance or None,Single Package,65000,134999,1/1/2016,9/9/2999,,11,,12.2,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,All Other,Single Package,65000,134999,9/9/1919,12/31/2015,,10.8,,11,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,All Other,Single Package,65000,134999,1/1/2016,9/9/2999,,10.8,,12,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,Electric Resistance or None,Single Package,135000,239999,9/9/1919,12/31/2015,,10.6,,10.7,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,Electric Resistance or None,Single Package,135000,239999,1/1/2016,9/9/2999,,10.6,,11.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,All Other,Single Package,135000,239999,9/9/1919,12/31/2015,,10.4,,10.5,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,All Other,Single Package,135000,239999,1/1/2016,9/9/2999,,10.4,,11.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,Electric Resistance or None,Single Package,240000,9999999,9/9/1919,12/31/2015,,9.5,,9.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,Electric Resistance or None,Single Package,240000,9999999,1/1/2016,9/9/2999,,9.5,,10.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,All Other,Single Package,240000,9999999,9/9/1919,12/31/2015,,9.3,,9.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2013,AirCooled,All Other,Single Package,240000,9999999,1/1/2016,9/9/2999,,9.3,,0.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2016
90.1-2004,AirCooled,Electric Resistance or None,Split System,0,64999,9/9/1919,9/9/2999,10,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,"From 90.1-2004 Table 6.8.1B, Before 1/23/2006"
90.1-2004,AirCooled,All Other,Split System,0,64999,9/9/1919,9/9/2999,10,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,"From 90.1-2004 Table 6.8.1B, Before 1/23/2006"
90.1-2004,ThroughWall,Electric Resistance or None,Split System,0,29999,9/9/1919,9/9/2999,10,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,"From 90.1-2004 Table 6.8.1B, Before 1/23/2006"
90.1-2004,ThroughWall,All Other,Split System,0,29999,9/9/1919,9/9/2999,10,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,"From 90.1-2004 Table 6.8.1B, Before 1/23/2006"
90.1-2004,SmallDuctHighVelocity,Electric Resistance or None,Split System,0,64999,9/9/1919,9/9/2999,10,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2004 Table 6.8.1B
90.1-2004,SmallDuctHighVelocity,All Other,Split System,0,64999,9/9/1919,9/9/2999,10,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2004 Table 6.8.1B
90.1-2004,AirCooled,Electric Resistance or None,Split System,65000,134999,9/9/1919,9/9/2999,,10.1,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2004 Table 6.8.1B
90.1-2004,AirCooled,All Other,Split System,65000,134999,9/9/1919,9/9/2999,,9.9,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2004 Table 6.8.1B
90.1-2004,AirCooled,Electric Resistance or None,Split System,135000,239999,9/9/1919,9/9/2999,,9.3,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2004 Table 6.8.1B
90.1-2004,AirCooled,All Other,Split System,135000,239999,9/9/1919,9/9/2999,,9.1,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2004 Table 6.8.1B
90.1-2004,AirCooled,Electric Resistance or None,Split System,240000,9999999,9/9/1919,9/9/2999,,9,9.2,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2004 Table 6.8.1B
90.1-2004,AirCooled,All Other,Split System,240000,9999999,9/9/1919,9/9/2999,,8.8,9,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2004 Table 6.8.1B
90.1-2007,AirCooled,Electric Resistance or None,Split System,0,64999,9/9/1919,9/9/2999,13,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,"From 90.1-2007 Table 6.8.1B, As of 1/23/2006"
90.1-2007,AirCooled,All Other,Split System,0,64999,9/9/1919,9/9/2999,13,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,"From 90.1-2007 Table 6.8.1B, As of 1/23/2006"
90.1-2007,ThroughWall,Electric Resistance or None,Split System,0,29999,9/9/1919,9/9/2999,10.9,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,"From 90.1-2007 Table 6.8.1B, As of 1/23/2006"
90.1-2007,ThroughWall,All Other,Split System,0,29999,9/9/1919,9/9/2999,10.9,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,"From 90.1-2007 Table 6.8.1B, As of 1/23/2006"
90.1-2007,AirCooled,Electric Resistance or None,Split System,65000,134999,9/9/1919,9/9/2999,,10.1,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,"From 90.1-2007 Table 6.8.1B, Before 1/1/2010"
90.1-2007,AirCooled,All Other,Split System,65000,134999,9/9/1919,9/9/2999,,9.9,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,"From 90.1-2007 Table 6.8.1B, Before 1/1/2010"
90.1-2007,AirCooled,Electric Resistance or None,Split System,135000,239999,9/9/1919,9/9/2999,,9.3,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,"From 90.1-2007 Table 6.8.1B, Before 1/1/2010"
90.1-2007,AirCooled,All Other,Split System,135000,239999,9/9/1919,9/9/2999,,9.1,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,"From 90.1-2007 Table 6.8.1B, Before 1/1/2010"
90.1-2007,AirCooled,Electric Resistance or None,Split System,240000,9999999,9/9/1919,9/9/2999,,9,9.2,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,"From 90.1-2007 Table 6.8.1B, Before 1/1/2010"
90.1-2007,AirCooled,All Other,Split System,240000,9999999,9/9/1919,9/9/2999,,8.8,9,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,"From 90.1-2007 Table 6.8.1B, Before 1/1/2010"
90.1-2010,AirCooled,Electric Resistance or None,Split System,0,64999,9/9/1919,9/9/2999,13,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,AirCooled,All Other,Split System,0,64999,9/9/1919,9/9/2999,13,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,ThroughWall,Electric Resistance or None,Split System,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,ThroughWall,All Other,Split System,0,29999,9/9/1919,9/9/2999,12,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,AirCooled,Electric Resistance or None,Split System,65000,134999,9/9/1919,9/9/2999,,11,,11.2,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,AirCooled,All Other,Split System,65000,134999,9/9/1919,9/9/2999,,10.8,,11,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,AirCooled,Electric Resistance or None,Split System,135000,239999,9/9/1919,9/9/2999,,10.6,,10.7,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,AirCooled,All Other,Split System,135000,239999,9/9/1919,9/9/2999,,10.4,,10.5,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,AirCooled,Electric Resistance or None,Split System,240000,9999999,9/9/1919,9/9/2999,,9.5,,9.6,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2010,AirCooled,All Other,Split System,240000,9999999,9/9/1919,9/9/2999,,9.3,,9.4,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1B
90.1-2013,AirCooled,Electric Resistance or None,Split System,0,64999,9/9/1919,12/31/2014,13,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2015
90.1-2013,AirCooled,All Other,Split System,0,64999,9/9/1919,12/31/2014,13,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2015
90.1-2013,AirCooled,Electric Resistance or None,Split System,0,64999,1/1/2015,9/9/2999,14,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2015
90.1-2013,AirCooled,All Other,Split System,0,64999,1/1/2015,9/9/2999,14,,,,,,HPACCoolCapFT,HPACCoolCapFFF,HPACCOOLEIRFT,HPACCOOLEIRFFF,HPACCOOLPLFFPLR,From 90.1-2010 Table 6.8.1-2 Before 1/1/2015
