name,category,form,dependent_variable,independent_variable_1,independent_variable_2,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,coeff_10,minimum_independent_variable_1,maximum_independent_variable_1,minimum_independent_variable_2,maximum_independent_variable_2,minimum_dependent_variable_output,maximum_dependent_variable_output,annotation
PTAC_EIR_fPLR,PkgdTerminalACS,Cubic,EIRRatio,PLR,,0.125,0.875,0,0,,,,,,,,,,,,,From .dat files included with MASControl2
PTAC-Bypass-Factor-fAirflow,PkgdTerminalAC,Quadratic,QRatio,Airflow,,-2.28,5.21,-1.93,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
PTAC-Bypass-Factor-fEWB&EDB,PkgdTerminalAC,BiQuadratic,QRatio,EWB,EDB,-0.219664,0.0994608,0.00102,-0.020394,0.00036,-0.00120528,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
PTAC-Cool-Cap-fEWB&OAT,PkgdTerminalAC,BiQuadratic,QRatio,EWB,OAT,0.93865088,0.0095364,0.000684,-0.011038176,5.25e-06,-9.72e-06,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
PTAC-EIR-fEWB&OAT,PkgdTerminalAC,BiQuadratic,EIRRatio,EWB,OAT,0.34208928,0.03484368,-0.000625,0.004968864,0.000438,-0.000728,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
PTAC-EIR-fPLR,PkgdTerminalAC,Linear,EIRRatio,PLR,,0.125,0.875,,,,,,,,,,,,,,,From .dat files included with MASControl2
PTAC-Sens-Cap-fAirflow,PkgdTerminalAC,Linear,QRatio,Airflow,,0.6,0.4,,,,,,,,,,,,,,,From .dat files included with MASControl2
PTAC-Sens-Cap-fEWB&OAT,PkgdTerminalAC,BiQuadratic,QRatio,EWB,OAT,3.2722656,-0.14984352,0.00140292,0.0047124,-0.000162,0.000207,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
PTACHPACEIRFT,DX Cooling Coil,BiQuadratic,EIRRatio,Twb,Toadb,0.342414409,0.034885008,-0.0006237,0.004977216,0.000437951,-0.000728028,,,,,12.77778,23.88889,18.3,46.11111,,,From DOE Reference Buildings SmallHotel
Pump-Head-fFlow,Pumps,Quadratic,QRatio,Flow,,1.3534831,33.8,-1660000,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Pump-Power-fFlow,Pumps,Quadratic,,Flow,,0.3697739,1780.65378,-943000,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
PVV240to760_BF_fFlow,BF_fFlow,Linear,,Flow,,1,0,,,,,,,,,,,,,0,1,From .dat files included with MASControl2
PVV240to760_BF_fT,BF_fT,BiQuadratic,,T,T,8.747712,-1.2544704,0.034992,0.219888,-0.00221292,-0.00284796,,,,,,,,,0,3.2,From .dat files included with MASControl2
PVV240to760_CEIR_fPLR,CEIR_fPLR,Cubic,EIRRatio,PLR,,0.124,0.376,1.29,-0.794,,,,,,,,,,,,,From .dat files included with MASControl2
PVV240to760_ClCap_fT,ClCap_fT,BiQuadratic,,T,T,0.9521152,-0.01097712,0.0012312,-0.00072792,-4.54e-05,-0.000173988,,,,,,,,,,,From .dat files included with MASControl2
PVV240to760_CLoss_fPLR,CLoss_fPLR,Cubic,,PLR,,0,1,0,0,,,,,,,,,,,0.1,1,From .dat files included with MASControl2
PVV240to760_ClSH_fT,ClSH_fT,BiQuadratic,,T,T,1.91654848,0.0047736,-0.00233604,-0.013756896,-3.23e-05,0.00057672,,,,,,,,,,,From .dat files included with MASControl2
PVV240to760_EIR_fT,EIR_fT,BiQuadratic,EIRRatio,T,T,0.380192,0.0241488,-0.00047952,0.0111168,0.00052488,-0.00102384,,,,,,,,,,,From .dat files included with MASControl2
PVV240to760_HIR_fT,HIR_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,,,,,,,From .dat files included with MASControl2
PVV240to760_HtCap_fT,HtCap_fT,BiQuadratic,,T,T,0,0,0,0,0,0,,,,,,,,,,,From .dat files included with MASControl2
PVVT-Bypass-Factor-fAirflow,PkgdVVVT,Quadratic,QRatio,Airflow,,-0.254,1.22,0.036,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
PVVT-Bypass-Factor-fEWB&EDB,PkgdVVVT,BiQuadratic,QRatio,EWB,EDB,0.85028352,0.014256792,0.000184,-0.014791716,-5.48e-06,0.000487,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
PVVT-Cool-Cap-fEWB&OAT,PkgdVVVT,BiQuadratic,QRatio,EWB,OAT,0.86783424,0.014239008,0.000554,-0.007558056,3.3e-05,-0.000192,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
PVVT-Cool-EIR-fEWB&OAT,PkgdVVVT,BiQuadratic,EIRRatio,EWB,OAT,0.1210048,0.0285336,-0.000411,0.02134944,0.000161,-0.00068,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
PVVT-Cool-EIR-fPLR,PkgdVVVT,Cubic,EIRRatio,PLR,,0.201,-0.0312,1.9504979,-1.1205104,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
PVVT-Heat-Cap-fEDB&OAT,PkgdVVVT,BiQuadratic,QRatio,EDB,OAT,0.74200928,0,0,0.030668544,3.23e-05,0,,,,,7.22222,29.44444,-23.33333,29.44444,,,From .dat files included with MASControl2
PVVT-Heat-EIR-fEDB&OAT,PkgdVVVT,BiQuadratic,EIRRatio,EDB,OAT,1.255664,0,0,-0.0399528,0.00108864,0,,,,,7.22222,29.44444,-23.33333,29.44444,,,From .dat files included with MASControl2
PVVT-Heat-EIR-fPLR,PkgdVVVT,Cubic,EIRRatio,PLR,,0.0857,0.939,-0.183,0.159,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
PVVT-Sens-Cap-fEWB&OAT,PkgdVVVT,BiQuadratic,QRatio,EWB,OAT,2.93229888,-0.09445968,0.0002,-0.007173756,1.03e-05,0.000109,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
Rcmp-kW-f-Tc-T1-Hi-Eff,Refrigeration,Quadratic,,Tc,,0.635620298,0.003533521,0.000161,,,,,,,,,,,,0.7533,1.2802,From .dat files included with MASControl2
Rcmp-kW-f-Tc-T1-Low-Eff,Refrigeration,Quadratic,,Tc,,1.113461,-0.0308988,0.000739,,,,,,,,,,,,0.950084,1.606833,From .dat files included with MASControl2
Rcmp-kW-f-Tc-T2-Hi-Eff,Refrigeration,Quadratic,,Tc,,0.580834119,0.00494838,0.000161,,,,,,,,,,,,0.7262,1.3046,From .dat files included with MASControl2
Rcmp-kW-f-Tc-T2-Low-Eff,Refrigeration,Quadratic,,Tc,,0.970164,-0.02268,0.000625,,,,,,,,,,,,0.943908,1.565353,From .dat files included with MASControl2
Rcmp-kW-f-Tc-T3-Hi-Eff,Refrigeration,Quadratic,,Tc,,0.358796196,0.007319986,0.000257,,,,,,,,,,,,0.5728,1.4917,From .dat files included with MASControl2
Rcmp-kW-f-Tc-T3-Low-Eff,Refrigeration,Quadratic,,Tc,,0.656539,-0.0039924,0.00035,,,,,,,,,,,,0.941987,1.418136,From .dat files included with MASControl2
Rcmp-kW2-f-Tc-T1-Hi-Eff,Refrigeration,Quadratic,,Tc,,0.904478102,-0.008972199,0.000303,,,,,,,,,,,,0.8518,1.2802,From .dat files included with MASControl2
Rcmp-kW2-f-Tc-T1-Low-Eff,Refrigeration,Quadratic,,Tc,,1.113461,-0.0308988,0.000739,,,,,,,,,,,,0.950084,1.606833,From .dat files included with MASControl2
Rcmp-kW2-f-Tc-T2-Hi-Eff,Refrigeration,Quadratic,,Tc,,0.887325182,-0.009516488,0.000328,,,,,,,,,,,,0.8326,1.3046,From .dat files included with MASControl2
Rcmp-kW2-f-Tc-T2-Low-Eff,Refrigeration,Quadratic,,Tc,,0.970164,-0.02268,0.000625,,,,,,,,,,,,0.943908,1.565353,From .dat files included with MASControl2
Rcmp-kW2-f-Tc-T3-Hi-Eff,Refrigeration,Quadratic,,Tc,,0.829593266,-0.014865914,0.000512,,,,,,,,,,,,0.7434,1.4917,From .dat files included with MASControl2
Rcmp-kW2-f-Tc-T3-Low-Eff,Refrigeration,Quadratic,,Tc,,0.656539,-0.0039924,0.00035,,,,,,,,,,,,0.941987,1.418136,From .dat files included with MASControl2
Rcond-Fan-Pwr-fPLR-ACpress,Refrigeration,Linear,,PLR,,0,1,,,,,,,,,,,,,0,1,From .dat files included with MASControl2
Rcond-Fan-Pwr-fPLR-Damper,Refrigeration,Linear,,PLR,,0.3,0.7,,,,,,,,,,,,,0.3,1,From .dat files included with MASControl2
RecipAir-Cap-fCHWT&DBT,HermReciprocatg,BiQuadratic,QRatio,CHWT,DBT,1.10674018,0.040197888,0.000286,-0.009552852,5.22e-06,-0.000255,,,,,,,,,,,From .dat files included with MASControl2
RecipAir-EIR-fCHWT&DBT,HermReciprocatg,BiQuadratic,EIRRatio,CHWT,DBT,0.53866251,-0.008142246,0.000125,0.011090538,0.000164,-0.000342,,,,,,,,,,,From .dat files included with MASControl2
RecipAir-EIR-fPLR-1Comp/Ckt,HermReciprocatg,BiQuadratic,EIRRatio,PLR,dT,0.03892594,1.07531738,-0.10724027,-0.001050714,9.43e-06,0.000536346,,,,,,,,,,,From .dat files included with MASControl2
RecipAir-EIR-fPLR-2Comp/Ckt,HermReciprocatg,BiQuadratic,EIRRatio,PLR,dT,0.04812248,0.69573414,0.2349389,0.000819378,-3.86e-06,3.79e-05,,,,,,,,,,,From .dat files included with MASControl2
RecipAir-EIR-fPLR-3Comp/Ckt,HermReciprocatg,BiQuadratic,EIRRatio,PLR,dT,0.03296722,0.57721251,0.33923307,0.002786436,-3.11e-05,-0.000119,,,,,,,,,,,From .dat files included with MASControl2
RecipAir-EIR-fPLR-4Comp/Ckt,HermReciprocatg,BiQuadratic,EIRRatio,PLR,dT,0.00434876,0.61917436,0.32643354,0.003223368,-3.33e-05,-0.000514206,,,,,,,,,,,From .dat files included with MASControl2
RecipH2O-Cap-fCHWT&ECT,HermReciprocatg,BiQuadratic,QRatio,CHWT,ECT,1.0689798,0.036781398,0.000334,-0.010426122,2.17e-05,-0.000208,,,,,,,,,,,From .dat files included with MASControl2
RecipH2O-EIR-fCHWT&ECT,HermReciprocatg,BiQuadratic,EIRRatio,CHWT,ECT,0.51329254,-0.015039378,0.000362,0.015398694,0.000228,-0.000409,,,,,,,,,,,From .dat files included with MASControl2
RecipH2O-EIR-fPLR&dT-1Comp/Ckt,HermReciprocatg,BiQuadratic,EIRRatio,PLR,dT,-0.0142974,0.95360994,0.01805304,0.002822994,-1.99e-05,-0.000497988,,,,,,,,,,,From .dat files included with MASControl2
RecipH2O-EIR-fPLR&dT-2Comp/Ckt,HermReciprocatg,BiQuadratic,EIRRatio,PLR,dT,0.02391765,0.88946915,0.07793053,-0.000474426,2.33e-05,0.000324,,,,,,,,,,,From .dat files included with MASControl2
RecipRemote-Cap-fCHWT&SCT,HermReciprocatg,BiQuadratic,QRatio,CHWT,SCT,1.27977199,0.051393222,0.000332,-0.009522792,-1.97e-05,-0.000269,,,,,,,,,,,From .dat files included with MASControl2
RecipRemote-EIR-fCHWT&SCT,HermReciprocatg,BiQuadratic,EIRRatio,CHWT,SCT,0.25314951,-0.015358788,0.000506,0.009717714,0.000171,-0.000382,,,,,,,,,,,From .dat files included with MASControl2
RecipRemote-EIR-fPLR-1Comp/Ckt,HermReciprocatg,Quadratic,EIRRatio,PLR,,0.03521065,0.93266129,0.03212802,,,,,,,,,,,,,,From .dat files included with MASControl2
RecipRemote-EIR-fPLR-2Comp/Ckt,HermReciprocatg,Quadratic,EIRRatio,PLR,,0.02511026,0.8934145,0.08147529,,,,,,,,,,,,,,From .dat files included with MASControl2
Refg-Condenser-Cap-fCondT&WBT,Refrigeration,BiQuadratic,QRatio,CondT,WBT,0.15373327,0.00942813,0.000693,-0.020963196,-0.000702,0.000302,,,,,,,,,0.2,2.222,From .dat files included with MASControl2
Refg-kW-fECT-T1,Refrigeration,Quadratic,,ECT,,0.753416,-0.0212148,0.000739,,,,,,,,,,,,0.850358,1.747334,From .dat files included with MASControl2
Refg-kW-fECT-T2,Refrigeration,Quadratic,,ECT,,1.00323,-0.0290574,0.000765,,,,,,,,,,,,0.859029,1.592964,From .dat files included with MASControl2
Refg-kW-fECT-T3,Refrigeration,Quadratic,,ECT,,0.671617,-0.0074358,0.000424,,,,,,,,,,,,0.873079,1.466883,From .dat files included with MASControl2
Refg-kW-fPLR,Refrigeration,Quadratic,,PLR,,0.0383,1.08,-0.116129,,,,,,,,,,,,0.1,1.2,From .dat files included with MASControl2
Refg-kW2-fECT-T1,Refrigeration,Quadratic,,ECT,,0.753416,-0.0212148,0.000739,,,,,,,,,,,,0.850358,1.747334,From .dat files included with MASControl2
Refg-kW2-fECT-T2,Refrigeration,Quadratic,,ECT,,1.00323,-0.0290574,0.000765,,,,,,,,,,,,0.859029,1.592964,From .dat files included with MASControl2
Refg-kW2-fECT-T3,Refrigeration,Quadratic,,ECT,,0.671617,-0.0074358,0.000424,,,,,,,,,,,,0.873079,1.466883,From .dat files included with MASControl2
Residential Fix Vol-Fan EIR,FanEIR-FPLR,Linear,EIRRatio,PLR,,1,0,,,,,,,,,,,,,,,From .dat files included with MASControl2
Residential Var Vol-Fan EIR,FanEIR-FPLR,Cubic,EIRRatio,PLR,,0.000281,-0.0579,0.586,0.471,,,,,,,,,,,,,From .dat files included with MASControl2
RestaurantFastFood Kitchen_Case:1_WALKINFREEZERSingleShelfHorizontal_LatentEnergyMult,Refrigerated Case,Cubic,,,,0.0236,0.0006,0,0,,,,,,,-35,20,,,,,From Prototype Buildings
RestaurantFastFood Kitchen_Case:2_SELFCONTAINEDDISPLAYCASEMultiShelfVertical_LatentEnergyMult,Refrigerated Case,Cubic,,,,0.026526281,0.001078032,6.02558e-05,1.23732e-06,,,,,,,-35,20,,,,,From Prototype Buildings
RESVVT-Bypass-Factor-fAirflow,ResidentialVVVT,Quadratic,QRatio,Airflow,,-0.254,1.22,0.036,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
RESVVT-Bypass-Factor-fEWB&EDB,ResidentialVVVT,BiQuadratic,QRatio,EWB,EDB,0.85086272,0.014256792,0.000184,-0.014759136,-5.48e-06,0.000487,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
RESVVT-Cool-Cap-fEWB&OAT,ResidentialVVVT,BiQuadratic,QRatio,EWB,OAT,0.47523136,0.04006368,0.000226,-0.000847152,-7.32e-06,-0.000447,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
RESVVT-Cool-Cap-fRPM&OAT,ResidentialVVVT,BiQuadratic,QRatio,RPM,OAT,-686.394,-427.2546283,-66.38563967,0,0,0,,,,,0,1.05,12.77778,46.11111,,,From .dat files included with MASControl2
RESVVT-Cool-CondFan-fPLR&OAT,ResidentialVVVT,BiQuadratic,,PLR,OAT,1,0,0,0,0,0,,,,,0,1.05,12.77778,46.11111,,,From .dat files included with MASControl2
RESVVT-Cool-CycleLoss-fPLR,ResidentialVVVT,Linear,QRatio,PLR,,0.7,0.3,,,,,,,,,,,,,,,From .dat files included with MASControl2
RESVVT-Cool-EIR-fEWB&OAT,ResidentialVVVT,BiQuadratic,EIRRatio,EWB,OAT,0.63153792,-0.012168288,0.000509,0.015536304,0.000273,-0.000679,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
RESVVT-Cool-EIR-fPLR,ResidentialVVVT,Linear,EIRRatio,PLR,,0,1,,,,,,,,,,,,,,,From .dat files included with MASControl2
RESVVT-Cool-EIR-fRPM&OAT,ResidentialVVVT,BiQuadratic,EIRRatio,RPM,OAT,35.1027,10.50422626,0,0,0,0,,,,,0,1.05,12.77778,46.11111,,,From .dat files included with MASControl2
RESVVT-Cool-EIR-LoSpeed-fEWB&OAT,ResidentialVVVT,BiQuadratic,EIRRatio,EWB,OAT,0.77672128,-0.034271136,0.000784,0.01465956,0.000489,-0.000752,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
RESVVT-Cool-Waste-Heat-fEWB&OAT,ResidentialVVVT,BiLinear,QRatio,EWB,OAT,1,0,0,,,,,,,,12.77778,29.44444,12.77778,46.11111,,,From .dat files included with MASControl2
RESVVT-Cool-Waste-Heat-fRPM&OAT,ResidentialVVVT,BiQuadratic,QRatio,RPM,OAT,1,0,0,0,0,0,,,,,0,1.05,12.77778,46.11111,,,From .dat files included with MASControl2
RESVVT-Heat-Cap-fEDB&OAT,ResidentialVVVT,BiQuadratic,QRatio,EDB,OAT,0.7716,0,0,0.02754,0,0,,,,,7.22222,29.44444,-23.33333,29.44444,,,From .dat files included with MASControl2
RESVVT-Heat-Cap-fRPM&OAT,ResidentialVVVT,BiQuadratic,QRatio,RPM,OAT,-483.189,-303.9732093,-47.69188125,0,0,0,,,,,0,1.05,-23.33333,29.44444,,,From .dat files included with MASControl2
RESVVT-Heat-CondFan-fPLR&OAT,ResidentialVVVT,BiQuadratic,,PLR,OAT,1,0,0,0,0,0,,,,,0,1.05,-23.33333,29.44444,,,From .dat files included with MASControl2
RESVVT-Heat-CycleLoss-fPLR,ResidentialVVVT,Linear,QRatio,PLR,,0.75,0.25,,,,,,,,,,,,,,,From .dat files included with MASControl2
RESVVT-Heat-EIR-fEDB&OAT,ResidentialVVVT,BiQuadratic,EIRRatio,EDB,OAT,1.1544,0,0,-0.02448,0.000729,0,,,,,0,1.05,-23.33333,29.44444,,,From .dat files included with MASControl2
RESVVT-Heat-EIR-fPLR,ResidentialVVVT,Linear,EIRRatio,PLR,,0,1,,,,,,,,,,,,,,,From .dat files included with MASControl2
RESVVT-Heat-EIR-fRPM&OAT,ResidentialVVVT,BiQuadratic,EIRRatio,RPM,OAT,31.9068,9.520648707,0,0,0,0,,,,,0,1.05,-23.33333,29.44444,,,From .dat files included with MASControl2
RESVVT-Heat-EIR-LoSpeed-fEDB&OAT,ResidentialVVVT,BiQuadratic,EIRRatio,EDB,OAT,1.25435136,0,0,-0.040685472,0.001209784,0,,,,,7.22222,29.44444,-23.33333,29.44444,,,From .dat files included with MASControl2
RESVVT-Heat-Waste-Heat-fEDB&OAT,ResidentialVVVT,BiLinear,QRatio,EDB,OAT,1,0,0,,,,,,,,7.22222,29.44444,-23.33333,29.44444,,,From .dat files included with MASControl2
RESVVT-Heat-Waste-Heat-fRPM&OAT,ResidentialVVVT,BiQuadratic,QRatio,RPM,OAT,1,0,0,0,0,0,,,,,0,1.05,-23.33333,29.44444,,,From .dat files included with MASControl2
RESVVT-Sens-Cap-fEWB&OAT,ResidentialVVVT,BiLinear,QRatio,EWB,OAT,2.78672,-0.08208,-0.005292,,,,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
RESYS-Bypass-Factor-fAirflow,Residential#1,Quadratic,QRatio,Airflow,,-3.01,6.59,-2.57,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
RESYS-Bypass-Factor-fEWB&EDB,Residential#1,BiQuadratic,QRatio,EWB,EDB,-1.1641344,0.20453184,-0.000603,-0.03036096,0.00036,-0.001464804,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
RESYS-Bypass-Factor-fPLR,ResidentialVVVT,Linear,QRatio,PLR,,1,0,,,,,,,,,,,,,,,From .dat files included with MASControl2
RESYS-Cool-Cap-fEWB&OAT,Residential#1,BiQuadratic,QRatio,EWB,OAT,0.7665024,0.01076904,-4.15e-05,0.00133848,-0.000261,0.000457,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
RESYS-Cool-EIR-fEWB&OAT,Residential#1,BiQuadratic,EIRRatio,EWB,OAT,0.29770688,0.04314528,-0.000748,0.005972688,0.000482,-0.000956,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
RESYS-Cool-EIR-fPLR,,Cubic,EIRRatio,PLR,,6.26e-05,1.18,-0.202,0.0263344,,,,,,,,,,,,,From .dat files included with MASControl2
RESYS-Heat-Cap-fEDB&OAT,Residential#1,BiQuadratic,QRatio,EDB,OAT,0.7516064,0,0,0.02799072,0.00019,0,,,,,7.22222,29.44444,-23.33333,29.44444,,,From .dat files included with MASControl2
RESYS-Heat-EIR-fEDB&OAT,Residential#1,BiQuadratic,EIRRatio,EDB,OAT,1.231072,0,0,-0.0334944,0.000739,0,,,,,7.22222,29.44444,-23.33333,29.44444,,,From .dat files included with MASControl2
RESYS-Heat-EIR-fPLR,Residential#1,Cubic,EIRRatio,PLR,,0.0857,0.939,-0.1834361,0.15897022,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
RESYS-Sens-Cap-fAirflow,Residential#1,Linear,QRatio,Airflow,,0.6,0.4,,,,,,,,,,,,,,,From .dat files included with MASControl2
RESYS-Sens-Cap-fEWB&OAT,Residential#1,BiQuadratic,QRatio,EWB,OAT,3.3127968,-0.1617552,0.00184356,0.01027584,-0.000156,-2.84e-05,,,,,12.77778,29.44444,21.11111,46.11111,,,From .dat files included with MASControl2
SAC Heating Coil PLF-FPLR,DX Heating Coil,Cubic,EIRRatio,QRatio,,0.8,0.2,0,0,,,,,,,0,1,,,,,From Prototype Buildings
SchoolPrimary Kitchen_ZN_1_FLR_1_Case:1_WALKINFREEZERSingleShelfHorizontal_LatentEnergyMult,Refrigerated Case,Cubic,,,,0.0236,0.0006,0,0,,,,,,,-35,20,,,,,From Prototype Buildings
SchoolPrimary Kitchen_ZN_1_FLR_1_Case:2_SELFCONTAINEDDISPLAYCASEMultiShelfVertical_LatentEnergyMult,Refrigerated Case,Cubic,,,,0.026526281,0.001078032,6.02558e-05,1.23732e-06,,,,,,,-35,20,,,,,From Prototype Buildings
ScrewAir-Cap-fCHWT&DBT,Screw,BiQuadratic,QRatio,CHWT,DBT,0.97878647,0.02387169,0.000587,-4.78e-05,-0.000112,-0.00011,,,,,,,,,,,From .dat files included with MASControl2
ScrewAir-EIR-fCHWT&DBT,Screw,BiQuadratic,EIRRatio,CHWT,DBT,0.6729704,-0.005730012,0.000702,-0.00119601,0.00044,-0.000699,,,,,,,,,,,From .dat files included with MASControl2
ScrewAir-EIR-fPLR&dT-1Comp/Ckt,Screw,BiQuadratic,EIRRatio,PLR,dT,0.01040687,1.05183303,-0.09462459,0.002943774,-2.52e-05,-0.001085832,,,,,,,,,,,From .dat files included with MASControl2
ScrewAir-EIR-fPLR&dT-2Comp/Ckt,Screw,BiQuadratic,EIRRatio,PLR,dT,0.09611014,0.72898877,0.19517007,-0.000729072,6.67e-06,-0.000175,,,,,,,,,,,From .dat files included with MASControl2
ScrewH2O-Cap-fCHWT&ECT,Screw,BiQuadratic,QRatio,CHWT,ECT,1.07096667,0.02693502,0.000768,-0.00643302,-9.49e-05,-6.59e-05,,,,,,,,,,,From .dat files included with MASControl2
ScrewH2O-EIR-fCHWT&ECT,Screw,BiQuadratic,EIRRatio,CHWT,ECT,0.59849788,-0.00123345,0.000563,0.001602738,0.000636,-0.001094148,,,,,,,,,,,From .dat files included with MASControl2
ScrewH2O-EIR-fPLR&dT-1Comp/Ckt,Screw,BiQuadratic,EIRRatio,PLR,dT,-0.11699212,1.2635448,-0.2194667,0.005301648,5.47e-05,-0.003346506,,,,,,,,,,,From .dat files included with MASControl2
ScrewH2O-EIR-fPLR&dT-2Comp/Ckt,Screw,BiQuadratic,EIRRatio,PLR,dT,-0.27111483,1.49009538,-0.33198115,0.017556084,-0.000191,-0.008247186,,,,,,,,,,,From .dat files included with MASControl2
ScrewRemote-Cap-fCHWT&SCT,Screw,BiQuadratic,QRatio,CHWT,SCT,1.16410009,0.048370122,0.000493,-0.002428218,-0.000109,-0.000269,,,,,,,,,,,From .dat files included with MASControl2
ScrewRemote-EIR-fCHWT&SCT,Screw,BiQuadratic,EIRRatio,CHWT,SCT,0.79518287,-0.009101466,0.001707804,-0.015352632,0.000488,-0.000932,,,,,,,,,,,From .dat files included with MASControl2
ScrewRemote-EIR-fPLR-1Comp/Ckt,Screw,Quadratic,EIRRatio,PLR,,0.07043035,1.01683199,-0.08726242,,,,,,,,,,,,,,From .dat files included with MASControl2
ScrewRemote-EIR-fPLR-2Comp/Ckt,Screw,Quadratic,EIRRatio,PLR,,0.08138224,0.72724819,0.19136968,,,,,,,,,,,,,,From .dat files included with MASControl2
ScrollChlrAirCoolCap-fCHW&OAT,Chiller,BiQuadratic,QRatio,CHWT,OAT,1.05229229,0.033560892,0.000215,-0.005180832,-4.42e-05,-0.000215,,,,,,,,,,,From .dat files included with MASControl2
ScrollChlrAirCoolEIR-fCHW&OAT,Chiller,BiQuadratic,EIRRatio,CHWT,OAT,0.58333562,-0.004036194,0.000468,-0.000224478,0.000481,-0.000682,,,,,,,,,,,From .dat files included with MASControl2
ScrollChlrAirCoolEIR-fPLR,Chiller,Quadratic,EIRRatio,PLR,,0.03366649,0.53152555,0.43480802,,,,,,,,,,,,,,From .dat files included with MASControl2
Si-Film_Spectral-fAirMass,PV-Module,Cubic,,AirMass,,0.95691782,0.04079713,-0.00869376,0.00042887,,,,,,,,,,,,,From .dat files included with MASControl2
Single Shelf Horizontal Latent Energy Multiplier_After2004,Refrigerated Case,Cubic,,,,0.0236,0.0006,0,0,,,,,,,-35,20,,,,,From Reference Buildings
Single Shelf Horizontal Latent Energy Multiplier_Pre2004,Refrigerated Case,Cubic,,,,0.020376,0.00024378,1.14e-05,1.811e-07,,,,,,,-35,20,,,,,From Reference Buildings
Single zone VAV fan,FanEIR-FPLR,Cubic,PwrRatio,FlowRatio,,0.027827882,0.026583195,-0.0870687,1.03091975,,,,,,,0,1,,,0.1,,Baseline for System Type 11 from ANSI/ASHRAE/IES Standard 90.1-2016 - Energy Standard for Buildings Except Low-Rise Residential Performance Rating Method
Small-CHW-Bypass-fAirflow,CHWCoils,Quadratic,QRatio,Airflow,,-0.718,1.91,-0.189,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Small-CHW-Coil-Bypass-fEWB&EDB,CHWCoils,BiQuadratic,QRatio,EWB,EDB,1.09657216,0.001908,0.000369,-0.005647032,2.46e-05,-0.000277,,,,,15.55556,29.44444,12.77778,29.44444,,,From .dat files included with MASControl2
Small-CHW-Coil-Cap-fEWB&EDB,CHWCoils,BiQuadratic,QRatio,EWB,EDB,-0.282048,-0.022212,0.0054432,0.0297216,0.000804,-0.0033372,,,,,15.55556,29.44444,12.77778,29.44444,,,From .dat files included with MASControl2
Small-CHW-Sens-Cap-fAirflow,CHWCoils,Quadratic,QRatio,Airflow,,0.155,1.01,-0.16,,,,,,,,0,1.05,,,,,From .dat files included with MASControl2
Small-CHW-Sens-Cap-fEWB&EDB,CHWCoils,BiQuadratic,QRatio,EWB,EDB,-0.415152,-0.0405576,0.00140616,0.086508,0.000444,-0.00184356,,,,,12.77778,29.44444,12.77778,29.44444,,,From .dat files included with MASControl2
Smooth_Optical-fAOI,PV-Module,Cubic,,AOI,,3.76248479,-0.15946805,0.00302191,-1.91e-05,,,,,,,,,,,,,From .dat files included with MASControl2
Split DX Coil EIR-FF,DX Cooling Coil,Quadratic,EIRRatio,FlowRatio,,1.1552,-0.1808,0.0256,,,,,,,,0.5,1.5,,,,,"From PNNL Prototype Buildings ApartmentMidRise, HotelSmall, Warehouse"
SpltAC1Sp_BF_fFlow,BF_fFlow,Linear,,Flow,,1,0,,,,,,,,,,,,,0,1,From .dat files included with MASControl2
SpltAC1Sp_BF_fT,BF_fT,BiQuadratic,,T,T,8.513632,-0.630072,0.0165888,-0.0450144,0.00107892,-0.0018954,,,,,,,,,0,3.33,From .dat files included with MASControl2
