name,material_type,roughness,thickness,conductivity,resistance,density,specific_heat,thermal_absorptance,solar_absorptance,visible_absorptance,gas_type,u_factor,solar_heat_gain_coefficient,visible_transmittance,optical_data_type,solar_transmittance_at_normal_incidence,front_side_solar_reflectance_at_normal_incidence,back_side_solar_reflectance_at_normal_incidence,visible_transmittance_at_normal_incidence,front_side_visible_reflectance_at_normal_incidence,back_side_visible_reflectance_at_normal_incidence,infrared_transmittance_at_normal_incidence,front_side_infrared_hemispherical_emissivity,back_side_infrared_hemispherical_emissivity,dirt_correction_factor_for_solar_and_visible_transmittance,solar_diffusing,frame_width,annotation
NACM_Concrete 4in_140lb/ft3,StandardOpaqueMaterial,MediumRough,4,13.52932,,139.78,0.22,0.75,0.92,0.75,,,,,,,,,,,,,,,,,,
NACM_Gypsum Board 5/8in,StandardOpaqueMaterial,MediumRough,0.63,1.1101,,40,0.27,0.9,0.7,0.5,,,,,,,,,,,,,,,,,,
Nonres_Floor_Insulation,MasslessOpaqueMaterial,MediumSmooth,,,16.3699766,,,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Oak - 1 in.,StandardOpaqueMaterial,MediumSmooth,1,1.1796,0.847744998,43.93,0.39,,,,,,,,,,,,,,,,,,,,,
OSB - Oriented Strand Board - 1/2 in.,StandardOpaqueMaterial,MediumSmooth,0.5,0.6204,0.805931657,41,0.45,,,,,,,,,,,,,,,,,,,,,
OSB - Oriented Strand Board - 3/4 in.,StandardOpaqueMaterial,MediumSmooth,0.75,0.9096,0.824538259,41,0.45,,,,,,,,,,,,,,,,,,,,,
OSB - Oriented Strand Board - 5/8 in.,StandardOpaqueMaterial,MediumSmooth,0.63,0.7596,0.829383886,41,0.45,,,,,,,,,,,,,,,,,,,,,
Perlite board - 1 1/2 in. R3.8,StandardOpaqueMaterial,Rough,1.5,0.3996,3.753753754,10,0.2,,,,,,,,,,,,,,,,,,,,,
Perlite board - 1 in. R2.5,StandardOpaqueMaterial,Rough,1,0.3996,2.502502503,10,0.2,,,,,,,,,,,,,,,,,,,,,
Perlite board - 2 in. R5.0,StandardOpaqueMaterial,Rough,2,0.3996,5.005005005,10,0.2,,,,,,,,,,,,,,,,,,,,,
Perlite board - 3/4 in. R1.9,StandardOpaqueMaterial,Rough,0.75,0.3996,1.876876877,10,0.2,,,,,,,,,,,,,,,,,,,,,
Perlite plaster - 25 lb/ft3 - 1/2 in.,StandardOpaqueMaterial,Smooth,0.5,0.6,0.833333333,25,0.32,,,,,,,,,,,,,,,,,,,,,
Perlite plaster - 38 lb/ft3 - 1/2 in.,StandardOpaqueMaterial,Smooth,0.5,1.2996,0.384733764,38,0.32,,,,,,,,,,,,,,,,,,,,,
Pine (oven-dried) - 1 in.,StandardOpaqueMaterial,MediumSmooth,1,0.6396,1.563477173,23,0.45,,,,,,,,,,,,,,,,,,,,,
Plaster/Sand Aggregate - 1 in.,StandardOpaqueMaterial,Smooth,1.01,5.0304,0.200779262,116,0.2,,,,,,,,,,,,,,,,,,,,,
Plywood - 1 1/2 in.,StandardOpaqueMaterial,MediumSmooth,1.5,0.8004,1.874062969,30,0.45,,,,,,,,,,,,,,,,,,,,,
Plywood - 1 1/4 in.,StandardOpaqueMaterial,MediumSmooth,1.25,0.8004,1.56171914,30,0.45,,,,,,,,,,,,,,,,,,,,,
Plywood - 1 in.,StandardOpaqueMaterial,MediumSmooth,1,0.8004,1.249375312,30,0.45,,,,,,,,,,,,,,,,,,,,,
Plywood - 1/2 in.,StandardOpaqueMaterial,MediumSmooth,0.5,0.8004,0.624687656,30,0.45,,,,,,,,,,,,,,,,,,,,,
Plywood - 1/4 in.,StandardOpaqueMaterial,MediumSmooth,0.25,0.8004,0.312343828,30,0.45,,,,,,,,,,,,,,,,,,,,,
Plywood - 3/4 in.,StandardOpaqueMaterial,MediumSmooth,0.75,0.8004,0.937031484,30,0.45,,,,,,,,,,,,,,,,,,,,,
Plywood - 3/8 in.,StandardOpaqueMaterial,MediumSmooth,0.38,0.8004,0.474762619,30,0.45,,,,,,,,,,,,,,,,,,,,,
Plywood - 5/8 in.,StandardOpaqueMaterial,MediumSmooth,0.63,0.8004,0.787106447,30,0.45,,,,,,,,,,,,,,,,,,,,,
Plywood - 5/8 in. CBES,StandardOpaqueMaterial,Smooth,0.63,0.83257,,30,0.45,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Pulpboard or paper plaster - 1/2 in.,StandardOpaqueMaterial,Smooth,0.5,0.5004,0.999200639,38,0.32,,,,,,,,,,,,,,,,,,,,,
PYR B CLEAR 3MM,StandardGlazing,,0.118110236,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.74,0.09,0.1,0.82,0.11,0.12,0,0.84,0.2,1,FALSE,,
PYR B CLEAR 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.68,0.09,0.1,0.81,0.11,0.12,0,0.84,0.2,1,FALSE,,
R_R30,StandardOpaqueMaterial,Smooth,4.78807,0.15963,30,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
R_R38,StandardOpaqueMaterial,Smooth,6.06489,0.15963,38,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
R_T24_2013_24.86,StandardOpaqueMaterial,Smooth,3.96771,0.15963,24.86,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
R-24 Batt Wall - 8 in. R24,StandardOpaqueMaterial,VeryRough,8,0.3336,23.98081535,1.19,0.23,,,,,,,,,,,,,,,,,,,,,
R1_R14.20,StandardOpaqueMaterial,Smooth,2.26635,0.15963,14.2,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
R2_R12.90,StandardOpaqueMaterial,Smooth,2.05887,0.15963,12.9,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
R3_R17.74,StandardOpaqueMaterial,Smooth,2.83134,0.15963,17.74,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
R4_R20.28,StandardOpaqueMaterial,Smooth,3.23667,0.15963,20.28,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
Rammed Earth,StandardOpaqueMaterial,Rough,18,1.4796,12.16545012,115,0.2,,,,,,,,,,,,,,,,,,,,,
REF A CLEAR LO 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.066,0.341,0.493,0.08,0.41,0.37,0,0.84,0.4,1,FALSE,,
REF A CLEAR MID 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.11,0.27,0.43,0.14,0.31,0.35,0,0.84,0.47,1,FALSE,,
REF A TINT MID 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.06,0.13,0.42,0.09,0.14,0.35,0,0.84,0.47,1,FALSE,,
REF B CLEAR HI 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.24,0.16,0.32,0.3,0.16,0.29,0,0.84,0.6,1,FALSE,,
REF B CLEAR LO 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.15,0.22,0.38,0.2,0.23,0.33,0,0.84,0.58,1,FALSE,,
REF B TINT HI 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.15,0.09,0.33,0.18,0.08,0.28,0,0.84,0.6,1,FALSE,,
REF B TINT MID 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.1,0.11,0.41,0.13,0.1,0.32,0,0.84,0.45,1,FALSE,,
REF C CLEAR HI 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.2,0.16,0.39,0.22,0.17,0.35,0,0.84,0.55,1,FALSE,,
REF C CLEAR MID 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.17,0.2,0.42,0.19,0.21,0.38,0,0.84,0.51,1,FALSE,,
REF D CLEAR 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.429,0.308,0.379,0.334,0.453,0.505,0,0.84,0.82,1,FALSE,,
REF D TINT 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.3,0.14,0.36,0.25,0.18,0.45,0,0.84,0.82,1,FALSE,,
Roof Gravel - 1 in.,StandardOpaqueMaterial,VeryRough,1,9.9996,0.100004,159.74,0.19,,,,,,,,,,,,,,,,,,,,,
Roof Gravel - 1/2 in.,StandardOpaqueMaterial,VeryRough,0.5,9.9996,0.050002,159.74,0.19,,,,,,,,,,,,,,,,,,,,,
Roof Insulation [18],StandardOpaqueMaterial,MediumRough,6.665354331,0.339740118,19.61897926,16.54340955,0.199866246,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Roof Membrane,StandardOpaqueMaterial,VeryRough,0.374015748,1.109355488,0.337146886,69.99984791,0.348715009,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Roof Membrane - Cool Roof,StandardOpaqueMaterial,VeryRough,0.374015748,1.109355488,0.337146886,69.99984791,0.348715009,0.75,0.37,0.7,,,,,,,,,,,,,,,,,,
Roof Membrane - Highly Reflective,StandardOpaqueMaterial,VeryRough,0.374015748,1.109355488,0.337146886,69.99984791,0.348715009,0.75,0.45,0.7,,,,,,,,,,,,,,,,,,
Roofing felt - 1/8 in.,StandardOpaqueMaterial,VeryRough,0.13,8.3004,0.015661896,141,0.3,,,,,,,,,,,,,,,,,,,,,
Rubber tile - 1 in.,StandardOpaqueMaterial,MediumSmooth,1,0.3396,2.944640754,119,0.48,,,,,,,,,,,,,,,,,,,,,
Sand aggregate - 1/2 in.,StandardOpaqueMaterial,Smooth,0.5,5.4504,0.091736386,105,0.2,,,,,,,,,,,,,,,,,,,,,
Sand aggregate - 3/4 in.,StandardOpaqueMaterial,Smooth,0.75,5.0796,0.147649421,116,0.2,,,,,,,,,,,,,,,,,,,,,
Sand aggregate - 3/8 in.,StandardOpaqueMaterial,Smooth,0.38,5.1504,0.073780677,116,0.2,,,,,,,,,,,,,,,,,,,,,
Sand aggregate - 5/8 in.,StandardOpaqueMaterial,Smooth,0.63,5.6004,0.112491965,105,0.2,,,,,,,,,,,,,,,,,,,,,
Sand aggregate on metal lath - 3/4 in.,StandardOpaqueMaterial,Smooth,0.75,5.7696,0.129991681,105,0.2,,,,,,,,,,,,,,,,,,,,,
Shingles - Asbestos cement - lapped - 1/4 in.,StandardOpaqueMaterial,VeryRough,0.25,1.1904,0.210013441,120,0.24,,,,,,,,,,,,,,,,,,,,,
Shingles - Asphalt roll siding - 1/4 in.,StandardOpaqueMaterial,VeryRough,0.25,1.6704,0.149664751,70,0.36,,,,,,,,,,,,,,,,,,,,,
Shingles - Wood - 16 in. - 7 1/2 in. exposure - 1/2 in.,StandardOpaqueMaterial,MediumRough,0.5,0.57,0.877192982,22,0.31,,,,,,,,,,,,,,,,,,,,,
Shingles - Wood - plus insulated backer board Siding - 5/16 in.,StandardOpaqueMaterial,MediumRough,0.31,0.2196,1.411657559,22,0.31,,,,,,,,,,,,,,,,,,,,,
Siding - Asphalt insulating siding - 1/2 in. bed - 1/2 in.,StandardOpaqueMaterial,VeryRough,0.5,0.3396,1.472320377,70,0.35,,,,,,,,,,,,,,,,,,,,,
Siding - Wood - bevel - 10 in. - lapped - 3/4 in.,StandardOpaqueMaterial,Rough,0.75,0.7104,1.055743243,22,0.28,,,,,,,,,,,,,,,,,,,,,
Simple Glazing,SimpleGlazing,,,,,,,,,,,1.23,0.61,0.25,,,,,,,,,,,,,,
SIPS - Crawl Space - R22 - Double 2x Spline - 6 1/2 in.,StandardOpaqueMaterial,Smooth,6.5,0.24768,26.24354005,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - Crawl Space - R22 - I Joist Spline - 6 1/2 in.,StandardOpaqueMaterial,Smooth,6.5,0.23148,28.08017971,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - Crawl Space - R22 - Single 2x Spline - 6 1/2 in.,StandardOpaqueMaterial,Smooth,6.5,0.23952,27.13760855,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - Crawl Space - R28 - Double 2x Spline - 8 1/4 in.,StandardOpaqueMaterial,Smooth,8.25,0.25356,32.53667771,5.85,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - Crawl Space - R28 - I Joist Spline - 8 1/4 in.,StandardOpaqueMaterial,Smooth,8.25,0.2436,33.86699507,5.85,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - Crawl Space - R28 - Single 2x Spline - 8 1/4 in.,StandardOpaqueMaterial,Smooth,8.25,0.2436,33.86699507,5.85,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - Crawl Space - R33 - Double 2x Spline - 6 1/2 in.,StandardOpaqueMaterial,Smooth,6.5,0.1842,35.28773073,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - Crawl Space - R33 - I Joist Spline - 6 1/2 in.,StandardOpaqueMaterial,Smooth,6.5,0.16884,38.49798626,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - Crawl Space - R33 - Single 2x Spline - 6 1/2 in.,StandardOpaqueMaterial,Smooth,6.5,0.16884,38.49798626,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - Crawl Space - R36 - Double 2x Spline - 10 1/4 in.,StandardOpaqueMaterial,Smooth,10.25,0.26628,38.49331531,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - Crawl Space - R36 - I Joist Spline - 10 1/4 in.,StandardOpaqueMaterial,Smooth,10.25,0.2424,42.28547855,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - Crawl Space - R36 - Single 2x Spline - 10 1/4 in.,StandardOpaqueMaterial,Smooth,10.25,0.25428,40.3098946,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - No Crawl Space - R22 - Double 2x Spline - 6 1/2 in.,StandardOpaqueMaterial,Smooth,6.5,0.32364,20.084044,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - No Crawl Space - R22 - I Joist Spline - 6 1/2 in.,StandardOpaqueMaterial,Smooth,6.5,0.29772,21.83259438,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - No Crawl Space - R22 - Single 2x Spline - 6 1/2 in.,StandardOpaqueMaterial,Smooth,6.5,0.30636,21.21686904,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - No Crawl Space - R28 - Double 2x Spline - 8 1/4 in.,StandardOpaqueMaterial,Smooth,8.25,0.3144,26.24045802,5.85,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - No Crawl Space - R28 - I Joist Spline - 8 1/4 in.,StandardOpaqueMaterial,Smooth,8.25,0.29376,28.08415033,5.85,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - No Crawl Space - R28 - Single 2x Spline - 8 1/4 in.,StandardOpaqueMaterial,Smooth,8.25,0.30408,27.13101815,5.85,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - No Crawl Space - R33 - Double 2x Spline - 6 1/2 in.,StandardOpaqueMaterial,Smooth,6.5,0.23148,28.08017971,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - No Crawl Space - R33 - I Joist Spline - 6 1/2 in.,StandardOpaqueMaterial,Smooth,6.5,0.19968,32.55208333,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - No Crawl Space - R33 - Single 2x Spline - 6 1/2 in.,StandardOpaqueMaterial,Smooth,6.5,0.2076,31.31021195,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - No Crawl Space - R36 - Double 2x Spline - 10 1/4 in.,StandardOpaqueMaterial,Smooth,10.25,0.315,32.53968254,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - No Crawl Space - R36 - I Joist Spline - 10 1/4 in.,StandardOpaqueMaterial,Smooth,10.25,0.2904,35.29614325,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - No Crawl Space - R36 - Single 2x Spline - 10 1/4 in.,StandardOpaqueMaterial,Smooth,10.25,0.2904,35.29614325,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R14 - Double 2x Spline - 4 1/2 in.,StandardOpaqueMaterial,Smooth,4.5,0.39312,11.44688645,9.89,0.31,,,,,,,,,,,,,,,,,,,,,
SIPS - R14 - I joist Spline - 4 1/2 in.,StandardOpaqueMaterial,Smooth,4.5,0.35304,12.746431,9.89,0.31,,,,,,,,,,,,,,,,,,,,,
SIPS - R14 - Metal Spline - 48 in.,StandardOpaqueMaterial,Smooth,48,4.14,11.5942029,1.83,0.27,,,,,,,,,,,,,,,,,,,,,
SIPS - R14 - OSB Spline - 4 1/2 in.,StandardOpaqueMaterial,Smooth,4.5,0.303,14.85148515,9.89,0.31,,,,,,,,,,,,,,,,,,,,,
SIPS - R14 - Single 2x Spline - 4 1/2 in.,StandardOpaqueMaterial,Smooth,4.5,0.35868,12.54600201,9.89,0.31,,,,,,,,,,,,,,,,,,,,,
SIPS - R18 - Double 2x Spline - 4 1/2 in.,StandardOpaqueMaterial,Smooth,4.5,0.3306,13.61161525,9.89,0.31,,,,,,,,,,,,,,,,,,,,,
SIPS - R18 - I joist Spline - 4 1/2 in.,StandardOpaqueMaterial,Smooth,4.5,0.29208,15.40673788,9.89,0.31,,,,,,,,,,,,,,,,,,,,,
SIPS - R18 - OSB Spline - 4 1/2 in.,StandardOpaqueMaterial,Smooth,4.5,0.25968,17.32902033,9.89,0.31,,,,,,,,,,,,,,,,,,,,,
SIPS - R18 - Single 2x Spline - 4 1/2 in.,StandardOpaqueMaterial,Smooth,4.5,0.303,14.85148515,9.89,0.31,,,,,,,,,,,,,,,,,,,,,
SIPS - R22 - Double 2x Spline - 6 1/2 in. (Roof),StandardOpaqueMaterial,Smooth,6.5,0.32496,20.00246184,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R22 - Double 2x Spline - 6 1/2 in. (Wall),StandardOpaqueMaterial,Smooth,6.5,0.3828,16.98014629,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R22 - I joist Spline - 6 1/2 in. (Roof),StandardOpaqueMaterial,Smooth,6.5,0.30216,21.51178184,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R22 - I joist Spline - 6 1/2 in. (Wall),StandardOpaqueMaterial,Smooth,6.5,0.33696,19.29012346,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R22 - Metal Spline - 48 in.,StandardOpaqueMaterial,Smooth,48,3.0396,15.79155152,1.83,0.27,,,,,,,,,,,,,,,,,,,,,
SIPS - R22 - OSB Spline - 6 1/2 in. (Roof),StandardOpaqueMaterial,Smooth,6.5,0.28692,22.65439844,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R22 - OSB Spline - 6 1/2 in. (Wall),StandardOpaqueMaterial,Smooth,6.5,0.28452,22.84549417,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R22 - Single 2x Spline - 6 1/2 in. (Roof),StandardOpaqueMaterial,Smooth,6.5,0.3096,20.99483204,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R22 - Single 2x Spline - 6 1/2 in. (Wall),StandardOpaqueMaterial,Smooth,6.5,0.35208,18.46171325,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R28 - Double 2x Spline - 8 1/2 in.,StandardOpaqueMaterial,Smooth,8.5,0.33612,25.28858741,5.71,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R28 - Double 2x Spline - 8 1/4 in.,StandardOpaqueMaterial,Smooth,8.25,0.37992,21.71509792,5.85,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R28 - I joist Spline - 8 1/2 in.,StandardOpaqueMaterial,Smooth,8.5,0.2976,28.56182796,5.71,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R28 - I joist Spline - 8 1/4 in.,StandardOpaqueMaterial,Smooth,8.25,0.32364,25.49128661,5.85,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R28 - Metal Spline - 48 in.,StandardOpaqueMaterial,Smooth,48,2.45688,19.53697372,1.83,0.27,,,,,,,,,,,,,,,,,,,,,
SIPS - R28 - OSB Spline - 8 1/2 in.,StandardOpaqueMaterial,Smooth,8.5,0.2976,28.56182796,5.71,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R28 - OSB Spline - 8 1/4 in.,StandardOpaqueMaterial,Smooth,8.25,0.27768,29.71045808,5.85,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R28 - Single 2x Spline - 8 1/2 in.,StandardOpaqueMaterial,Smooth,8.5,0.3072,27.66927083,5.71,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R28 - Single 2x Spline - 8 1/4 in.,StandardOpaqueMaterial,Smooth,8.25,0.34236,24.09744129,5.85,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R33 - Double 2x Spline - 6 1/2 in. (Roof),StandardOpaqueMaterial,Smooth,6.5,0.23484,27.67841935,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R33 - Double 2x Spline - 6 1/2 in. (Wall),StandardOpaqueMaterial,Smooth,6.5,0.29928,21.71879177,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R33 - I joist Spline - 6 1/2 in. (Roof),StandardOpaqueMaterial,Smooth,6.5,0.213,30.51643192,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R33 - I joist Spline - 6 1/2 in. (Wall),StandardOpaqueMaterial,Smooth,6.5,0.24768,26.24354005,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R33 - OSB Spline - 6 1/2 in. (Roof),StandardOpaqueMaterial,Smooth,6.5,0.2058,31.5840622,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R33 - OSB Spline - 6 1/2 in. (Wall),StandardOpaqueMaterial,Smooth,6.5,0.21876,29.71292741,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R33 - Single 2x Spline - 6 1/2 in. (Roof),StandardOpaqueMaterial,Smooth,6.5,0.213,30.51643192,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R33 - Single 2x Spline - 6 1/2 in. (Wall),StandardOpaqueMaterial,Smooth,6.5,0.26232,24.778896,7.15,0.3,,,,,,,,,,,,,,,,,,,,,
SIPS - R36 - Double 2x Spline - 10 1/4 in. (Roof),StandardOpaqueMaterial,Smooth,10.25,0.31308,32.73923598,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R36 - Double 2x Spline - 10 1/4 in. (Wall),StandardOpaqueMaterial,Smooth,10.25,0.3792,27.03059072,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R36 - I joist Spline - 10 1/4 in. (Roof),StandardOpaqueMaterial,Smooth,10.25,0.2904,35.29614325,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R36 - I joist Spline - 10 1/4 in. (Wall),StandardOpaqueMaterial,Smooth,10.25,0.32244,31.78885994,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R36 - Metal Spline - 48 in.,StandardOpaqueMaterial,Smooth,48,2.2296,21.5285253,1.83,0.27,,,,,,,,,,,,,,,,,,,,,
SIPS - R36 - OSB Spline - 10 1/4 in. (Roof),StandardOpaqueMaterial,Smooth,10.25,0.27912,36.72255661,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R36 - OSB Spline - 10 1/4 in. (Wall),StandardOpaqueMaterial,Smooth,10.25,0.27756,36.9289523,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R36 - Single 2x Spline - 10 1/4 in. (Roof),StandardOpaqueMaterial,Smooth,10.25,0.30168,33.97639883,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R36 - Single 2x Spline - 10 1/4 in. (Wall),StandardOpaqueMaterial,Smooth,10.25,0.345,29.71014493,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R44 - Double 2x Spline - 12 1/4 in. (Roof),StandardOpaqueMaterial,Smooth,12.25,0.32016,38.26211894,4.27,0.28,,,,,,,,,,,,,,,,,,,,,
SIPS - R44 - Double 2x Spline - 12 1/4 in. (Wall),StandardOpaqueMaterial,Smooth,12.25,0.35844,34.17587323,4.27,0.28,,,,,,,,,,,,,,,,,,,,,
SIPS - R44 - I joist Spline - 12 1/4 in. (Roof),StandardOpaqueMaterial,Smooth,12.25,0.2802,43.71877231,4.27,0.28,,,,,,,,,,,,,,,,,,,,,
SIPS - R44 - I joist Spline - 12 1/4 in. (Wall),StandardOpaqueMaterial,Smooth,12.25,0.31848,38.46395378,4.27,0.28,,,,,,,,,,,,,,,,,,,,,
SIPS - R44 - OSB Spline - 12 1/4 in. (Roof),StandardOpaqueMaterial,Smooth,12.25,0.267,45.88014981,4.27,0.28,,,,,,,,,,,,,,,,,,,,,
SIPS - R44 - OSB Spline - 12 1/4 in. (Wall),StandardOpaqueMaterial,Smooth,12.25,0.279,43.90681004,4.27,0.28,,,,,,,,,,,,,,,,,,,,,
SIPS - R44 - Single 2x Spline - 12 1/4 in. (Roof),StandardOpaqueMaterial,Smooth,12.25,0.29352,41.73480512,4.27,0.28,,,,,,,,,,,,,,,,,,,,,
SIPS - R44 - Single 2x Spline - 12 1/4 in. (Wall),StandardOpaqueMaterial,Smooth,12.25,0.34512,35.49490032,4.27,0.28,,,,,,,,,,,,,,,,,,,,,
SIPS - R55 - Double 2x Spline - 10 1/4 in. (Roof),StandardOpaqueMaterial,Smooth,10.25,0.22344,45.8736126,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R55 - Double 2x Spline - 10 1/4 in. (Wall),StandardOpaqueMaterial,Smooth,10.25,0.3,34.16666667,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R55 - I joist Spline - 10 1/4 in. (Roof),StandardOpaqueMaterial,Smooth,10.25,0.19044,53.82272632,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R55 - I joist Spline - 10 1/4 in. (Wall),StandardOpaqueMaterial,Smooth,10.25,0.2334,43.91602399,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R55 - OSB Spline - 10 1/4 in. (Roof),StandardOpaqueMaterial,Smooth,10.25,0.17952,57.09670232,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R55 - OSB Spline - 10 1/4 in. (Wall),StandardOpaqueMaterial,Smooth,10.25,0.21156,48.4496124,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R55 - Single 2x Spline - 10 1/4 in. (Roof),StandardOpaqueMaterial,Smooth,10.25,0.20136,50.90385379,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
SIPS - R55 - Single 2x Spline - 10 1/4 in. (Wall),StandardOpaqueMaterial,Smooth,10.25,0.25548,40.12055738,4.9,0.29,,,,,,,,,,,,,,,,,,,,,
Skylight_Frame_Width_0.000_in,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,
Skylight_Frame_Width_0.334_in,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,0.334,
Skylight_Frame_Width_0.430_in,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,0.43,
Skylight_Frame_Width_0.709_in,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,0.709,
Skylight_Frame_Width_2.339_in,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,2.339,
