Utility,City,Province,Monthly_Charge_($),Energy_Charges_Block_1_Limit_(MJ),Energy_Charges_Block_1_Rate_($),Energy_Charges_Block_2_Limit_(MJ),Energy_Charges_Block_2_Rate_($),Energy_Charges_Block_3_Limit_(MJ),Energy_Charges_Block_3_Rate_($),Energy_Charges_Block_4_Limit_(MJ),Energy_Charges_Block_4_Rate_($),Energy_Charges_Block_5_Rate_($),Demand_Charges_Block_1_Limit_(MJ_per_hr),Demand_Charges_Block_1_Rate_($),Demand_Charges_Block_2_Limit_(MJ_per_hr),Demand_Charges_Block_2_Rate_($),Demand_Charges_Block_3_Limit_(MJ_per_hr),Demand_Charges_Block_3_Rate_($),Demand_Charges_Block_4_Limit_(MJ_per_hr),Demand_Charges_Block_4_Rate_($),Demand_Charges_Block_5_Rate_($)
Delivery,  Mont Joli_PQ_CAN,Quebec,0.0,1.0,0.029057,2.0,0.029057,3.0,0.029057,4.0,0.029057,0.029057,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Nitchequon_PQ_CAN,Quebec,0.0,1.0,0.029057,2.0,0.029057,3.0,0.029057,4.0,0.029057,0.029057,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Resolute_NU_CAN,Nunavut,0.0,1.0,0.037657,2.0,0.037657,3.0,0.037657,4.0,0.037657,0.037657,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Sable Island_NS_CAN,Nova Scotia,0.0,1.0,0.0288,2.0,0.0288,3.0,0.0288,4.0,0.0288,0.0288,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Schefferville_PQ_CAN,Quebec,0.0,1.0,0.02356,2.0,0.02356,3.0,0.02356,4.0,0.02356,0.02356,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Sept-Iles_PQ_CAN,Quebec,0.0,1.0,0.02356,2.0,0.02356,3.0,0.02356,4.0,0.02356,0.02356,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  St John's_NF_CAN,Newfoundland,0.0,1.0,0.024167,2.0,0.024167,3.0,0.024167,4.0,0.024167,0.024167,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Stephenville_NF_CAN,Newfoundland,0.0,1.0,0.024167,2.0,0.024167,3.0,0.024167,4.0,0.024167,0.024167,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Sydney_NS_CAN,Nova Scotia,0.0,1.0,0.02356,2.0,0.02356,3.0,0.02356,4.0,0.02356,0.02356,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  The Pas_MB_CAN,Manitboa,0.0,1.0,0.027486,2.0,0.027486,3.0,0.027486,4.0,0.027486,0.027486,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Truro_NS_CAN,Nova Scotia,0.0,1.0,0.02356,2.0,0.02356,3.0,0.02356,4.0,0.02356,0.02356,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Val d'Or_PQ_CAN,Quebec,0.0,1.0,0.029057,2.0,0.029057,3.0,0.029057,4.0,0.029057,0.029057,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Whitehorse_YT_CAN,Yukon,0.0,1.0,0.03259,2.0,0.03259,3.0,0.03259,4.0,0.03259,0.03259,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Abbotsford_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Bagotville_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Baie Comeau_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Brandon_MB_CAN,Manitboa,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Calgary Int'l_AB_CAN,Alberta,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Comox_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Cranbrook_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Edmonton Stony Plain_AB_CAN,Alberta,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Estevan_SK_CAN,Saskatchewan,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Fort McMurray_AB_CAN,Alberta,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Fort St John_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Fredericton_NB_CAN,New Brunswick,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Grand Prairie_AB_CAN,Alberta,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Greenwood_NS_CAN,Nova Scotia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Kamloops_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Kingston_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Lethbridge_AB_CAN,Alberta,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  London_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Medicine Hat_AB_CAN,Alberta,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Miramichi_NB_CAN,New Brunswick,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Montreal Int'l_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Montreal Jean Brebeuf_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Montreal Mirabel_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Mount Forest_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Muskoka_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  North Battleford_SK_CAN,Saskatchewan,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  North Bay_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Ottawa Int'l_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Port Hardy_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Prince George_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Prince Rupert_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Quebec City_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Regina_SK_CAN,Saskatchewan,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Riviere Du Loup_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Roberval_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Saint John_NB_CAN,New Brunswick,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Sandspit_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Saskatoon_SK_CAN,Saskatchewan,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Sault Ste Marie_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Shearwater_NS_CAN,Nova Scotia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Sherbrooke_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Simcoe_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Smithers_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  St Hubert_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Ste Agathe Des Monts_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Summerland_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Swift Current_SK_CAN,Saskatchewan,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Thunder Bay_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Timmins_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Toronto Int'l_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Trenton_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Vancouver Int'l_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Victoria Int'l_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Windsor_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
NoneOil,  Winnipeg Int'l_MB_CAN,Manitboa,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
